case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,test,O3,36.47779293256286,0.1971772590949344,0.5807656142853421,2.732738742098621
context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,test,SO2,17.612196782995834,0.26286860870143036,-0.7869891074805049,11.006323990559041
context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,test,NO2,25.60387080567166,0.23928851220253888,0.4945111978045267,3.751707826052401
context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,test,PM2.5,67.32956084995698,0.30737074115479207,0.3832301495400906,6.497709418715262
context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,test,PM10,78.13266285213943,0.2959570562581039,0.32225088271766855,13.994533867004334
context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,test,macro,,0.2738181006688062,0.2353810039065236,
context_prior__coherent_csi_residual__target_balanced__k16,test,CO,1022.1307497301685,0.34071024991005616,0.41693085364563065,45.0317419147857
context_prior__coherent_csi_residual__target_balanced__k16,test,O3,37.597372820784074,0.2032290422745085,0.5546363302874371,0.8134177507657193
context_prior__coherent_csi_residual__target_balanced__k16,test,SO2,17.7359366407875,0.2647154722505597,-0.8121873902388212,10.708735385917814
context_prior__coherent_csi_residual__target_balanced__k16,test,NO2,25.656954903897827,0.23978462527007316,0.4924129811652944,3.674538671711234
context_prior__coherent_csi_residual__target_balanced__k16,test,PM2.5,67.57652190040325,0.3084981597827139,0.37869729724153967,5.852691647846986
context_prior__coherent_csi_residual__target_balanced__k16,test,PM10,78.19567144235018,0.2961957251604173,0.32115732635454675,13.828142407273821
context_prior__coherent_csi_residual__target_balanced__k16,test,macro,,0.27552221244138814,0.22527456640927124,
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,CO,1020.4852348561271,0.3401617449520424,0.4188066932112393,48.759936610429996
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,O3,36.47803788766711,0.19717858317657896,0.580759983794065,2.732014781736007
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,SO2,17.615660506738916,0.2629203060707301,-0.7876920572967736,11.006333447068277
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,NO2,25.599575479373822,0.2392483689661105,0.4946807860076049,3.753698894319466
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,PM2.5,67.31742781480456,0.307315351813763,0.38345241791445306,6.501526968636209
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,PM10,78.11798268150413,0.295901449551152,0.32250554031244183,13.99903471936811
context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,test,macro,,0.2737876340883962,0.23541889399050508,
context_prior__coherent_csi_residual__uniform__k32,test,CO,1022.4791751577234,0.3408263917192411,0.4165332709630951,45.19160906180012
context_prior__coherent_csi_residual__uniform__k32,test,O3,37.599208316977986,0.20323896387555668,0.554592844096061,0.8150069535740274
context_prior__coherent_csi_residual__uniform__k32,test,SO2,17.735839863692885,0.2647140278163117,-0.8121676136963585,10.715793362574882
context_prior__coherent_csi_residual__uniform__k32,test,NO2,25.654660533859072,0.23976318255943058,0.4925037589197605,3.6783896763220074
context_prior__coherent_csi_residual__uniform__k32,test,PM2.5,67.58385313253775,0.30853162808736806,0.37856248232984946,5.861828732021617
context_prior__coherent_csi_residual__uniform__k32,test,PM10,78.19668822659786,0.29619957661590096,0.3211396721542036,13.838720818524958
context_prior__coherent_csi_residual__uniform__k32,test,macro,,0.27554562844563485,0.22519406912776851,
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,CO,1020.8517607071119,0.340283920235704,0.4183891259216569,48.90676481190115
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,O3,36.480469673281625,0.19719172796368445,0.580704085183191,2.7335528143260275
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,SO2,17.61647186822478,0.26293241594365346,-0.7878567400671841,11.01103732924544
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,NO2,25.597412626457647,0.23922815538745465,0.494766169061458,3.7576964616196755
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,PM2.5,67.32521150098763,0.3073508856470571,0.3833098310540075,6.510759407121425
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,PM10,78.12021977866394,0.29590992340403005,0.322466736375595,14.007959307362544
context_prior__coherent_csi_residual__uniform__k32__nonnegative,test,macro,,0.27381617143026393,0.23529653458812075,
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,CO,1022.1931209290541,0.3407310403096847,0.41685969282542545,44.98074446179381
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,O3,37.5966986818344,0.20322539828018593,0.5546523013131924,0.8142892964484189
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,SO2,17.72923775096649,0.2646154888203954,-0.8108187169821155,10.707669140715469
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,NO2,25.656290238552558,0.23977841344441642,0.49243927977574076,3.6732727476816502
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,PM2.5,67.57951826601686,0.30851183869444004,0.3786421984801671,5.85018272323175
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,PM10,78.19786761120838,0.2962040439818499,0.32111919447211157,13.82519443522615
context_prior__coherent_csi_residual__physics_d_optimal__k32,test,macro,,0.2755110372551621,0.22548232498075368,
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,CO,1020.5635508497668,0.3401878502832556,0.41871748373259454,48.6687567525791
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,O3,36.47760051158284,0.19717621898152887,0.58077003721075,2.7325754170728156
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,SO2,17.610895663091163,0.2628491890013607,-0.7867250857640009,11.003175297011062
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,NO2,25.59915143091196,0.23924440589637344,0.4946975267587067,3.7523361046352686
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,PM2.5,67.32126312373953,0.3073328606425006,0.3833821621756833,6.496937484900456
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,PM10,78.1200995846864,0.29590946812381214,0.3224688212482555,13.995755810242356
context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,test,macro,,0.2737833321548052,0.2355518242269982,
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,CO,1022.0845486596805,0.3406948495532268,0.416983562772949,45.02218233439858
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,O3,37.59594120524186,0.20322130381211814,0.5546702463493713,0.8148729608400509
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,SO2,17.73333785029048,0.2646766843326937,-0.8116563610149075,10.709558285493527
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,NO2,25.655801366218828,0.2397738445441012,0.49245862240302285,3.6743104231271535
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,PM2.5,67.57803831184356,0.3085050824553471,0.37866941296840007,5.852636158250853
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,PM10,78.19893273652657,0.2962080785474491,0.3211007004113222,13.82805610690449
context_prior__coherent_csi_residual__prior_d_optimal__k32,test,macro,,0.27551330720748934,0.2253710306483597,
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,CO,1020.4435675806131,0.3401478558602044,0.4188541534711603,48.73470272179254
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,O3,36.476526736675126,0.1971704147928385,0.5807947182195188,2.73330451652426
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,SO2,17.613843940257958,0.2628931931381785,-0.7873233746662749,11.006474823247613
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,NO2,25.5984202009325,0.2392375719713318,0.4947263938905664,3.753635919944967
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,PM2.5,67.31840056259065,0.3073197925706043,0.38343459935993696,6.501258780298851
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,PM10,78.1208010793408,0.2959121253005333,0.3224566531471763,13.999701200085003
context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,test,macro,,0.27378015893894847,0.23549052390368064,
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,CO,1022.2375318769424,0.3407458439589808,0.41680902064645875,44.861176247575884
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,O3,37.59766640728138,0.203230629228548,0.5546293748402602,0.8131427086622703
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,SO2,17.731429593311912,0.2646482028852524,-0.8112664829314968,10.704013552152022
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,NO2,25.658351897134693,0.23979768128163265,0.49235770454031436,3.6709978078615317
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,PM2.5,67.58622080108478,0.3085424368915088,0.37851893986313845,5.8439021637685595
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,PM10,78.2087309155962,0.2962451928621068,0.32093056014431565,13.818074089636303
context_prior__coherent_csi_residual__bayesian_a_optimal__k32,test,macro,,0.2755349978513382,0.22532985285049842,
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,CO,1020.5960814438444,0.34019869381461476,0.4186804262324788,48.57515016807766
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,O3,36.47779636239692,0.19717727763457796,0.5807655354480921,2.731986520627464
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,SO2,17.611203012301665,0.26285377630300993,-0.7867874509437092,11.002769470179896
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,NO2,25.600491769083167,0.239256932421338,0.49464461141693317,3.750574898400968
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,PM2.5,67.326491452578,0.3073567288408045,0.38328638245137847,6.493734870148093
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,PM10,78.12984533085603,0.2959463838290001,0.32229976209954914,13.991234697545123
context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,test,macro,,0.2737982988072242,0.23548154445078706,
context_prior__coherent_csi_residual__target_balanced__k32,test,CO,1022.1674668958276,0.34072248896527585,0.4168889626625726,44.85524460982321
context_prior__coherent_csi_residual__target_balanced__k32,test,O3,37.59768931629938,0.20323075306107774,0.5546288320934488,0.8127289982254762
context_prior__coherent_csi_residual__target_balanced__k32,test,SO2,17.72969951199504,0.2646223807760454,-0.810913044376677,10.702588448084647
context_prior__coherent_csi_residual__target_balanced__k32,test,NO2,25.657847655514683,0.2397929687431279,0.49237765686299306,3.6704414321988814
context_prior__coherent_csi_residual__target_balanced__k32,test,PM2.5,67.58426445360224,0.30853350583703476,0.37855491806391106,5.843085484525272
context_prior__coherent_csi_residual__target_balanced__k32,test,PM10,78.20453435357346,0.29622929679383886,0.321003433863961,13.81701313834531
context_prior__coherent_csi_residual__target_balanced__k32,test,macro,,0.27552189902940005,0.22542345986170162,
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,CO,1020.5364115841311,0.34017880386137705,0.41874839875175174,48.54937058563903
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,O3,36.477738578753254,0.19717696529055811,0.5807668636465109,2.7317255698969376
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,SO2,17.610211804066157,0.26283898215024115,-0.7865863257173871,11.000235181681779
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,NO2,25.600516378090973,0.23925716241206516,0.49464363984960624,3.749568776935538
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,PM2.5,67.32535402236081,0.30735153628103645,0.3833072200968112,6.491669968802483
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,PM10,78.1262196129631,0.29593265004910263,0.3223626597759637,13.98915335604827
context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,test,macro,,0.27378935000739674,0.23554040940054277,
context_prior__coherent_csi_residual__uniform__k64,test,CO,1022.3284602778093,0.3407761534259364,0.41670526593200796,45.18797444995345
context_prior__coherent_csi_residual__uniform__k64,test,O3,37.59859721865588,0.20323566064138315,0.554607322345252,0.8124335540407153
context_prior__coherent_csi_residual__uniform__k64,test,SO2,17.74067784290321,0.26478623646124194,-0.8131563940495516,10.711609814376924
context_prior__coherent_csi_residual__uniform__k64,test,NO2,25.660228635638955,0.239815220893822,0.492283440480925,3.677617639733601
context_prior__coherent_csi_residual__uniform__k64,test,PM2.5,67.59453600989724,0.3085803972147796,0.37836600742739934,5.860171967506606
context_prior__coherent_csi_residual__uniform__k64,test,PM10,78.20546969785713,0.29623283976461035,0.3209871918554904,13.836658155491518
context_prior__coherent_csi_residual__uniform__k64,test,macro,,0.2755710847336289,0.22496547233192046,
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,CO,1020.6803143679588,0.34022677145598623,0.4185844660987863,48.918852480751255
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,O3,36.4795878369494,0.19718696128080757,0.5807243560791522,2.7318373330412524
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,SO2,17.62099806217036,0.26299997107716955,-0.788775564900476,11.009445279128288
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,NO2,25.60265241895097,0.23927712541075674,0.49455930507667045,3.7571131148220105
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,PM2.5,67.33631823644009,0.30740158975777365,0.383106341770017,6.507816142036192
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,PM10,78.12752915183383,0.295937610423613,0.3223399426938153,14.007803902873595
context_prior__coherent_csi_residual__uniform__k64__nonnegative,test,macro,,0.27383833823435116,0.23508980780299424,
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,CO,1022.2467094635207,0.3407489031545069,0.4167985488929493,44.88321393940071
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,O3,37.59613948345877,0.20322237558626363,0.5546655490645314,0.8138394709222392
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,SO2,17.730035845369077,0.2646274006771504,-0.81098175126829,10.704171335701986
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,NO2,25.659979651750138,0.23981289394159008,0.49229329328714133,3.671021218497536
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,PM2.5,67.5875304617454,0.3085484157121462,0.37849485397189764,5.844829184070845
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,PM10,78.2110062411085,0.29625381151935043,0.3208910472541592,13.818977493316744
context_prior__coherent_csi_residual__physics_d_optimal__k64,test,macro,,0.2755356334318346,0.22536025686706482,
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,CO,1020.5996583066644,0.34019988610222146,0.41867635154700533,48.6000913812994
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,O3,36.47625841035104,0.19716896438027592,0.5808008856597132,2.7328829308359124
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,SO2,17.610294596449922,0.26284021785746153,-0.7866031246168046,11.002527343389392
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,NO2,25.602153468560413,0.2392724623229945,0.49457900517419484,3.750664700464731
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,PM2.5,67.32781184858999,0.3073627566701219,0.38326219244329707,6.494448887610619
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,PM10,78.13236452713124,0.2959559262391335,0.32225605825162773,13.991886896003185
context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,test,macro,,0.2738000355953682,0.2354952280765056,
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,CO,1022.3235164849355,0.3407745054949785,0.4167109073310089,44.803755755555606
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,O3,37.59588642642402,0.20322100771040014,0.5546715440756096,0.8127235233633948
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,SO2,17.72677002320901,0.264578657062821,-0.8103146573398123,10.701367945077363
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,NO2,25.6594919546265,0.23980833602454674,0.4923125921915713,3.6693194112106413
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,PM2.5,67.59510800876564,0.308583008485578,0.3783554865934453,5.840405320513612
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,PM10,78.21940434151182,0.2962856225057266,0.3207451974142703,13.813898647840452
context_prior__coherent_csi_residual__prior_d_optimal__k64,test,macro,,0.2755418562140085,0.2254135117110155,
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,CO,1020.6846635665167,0.34022822118883894,0.4185795111742061,48.50786970602232
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,O3,36.47592350860816,0.19716715410058466,0.5808085832622436,2.7316349124304815
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,SO2,17.607083391260467,0.262792289421798,-0.7859516163624161,10.999937075053946
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,NO2,25.60162340002135,0.23926750841141448,0.49459993349143816,3.7489548364322283
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,PM2.5,67.33551875881085,0.30739794000826787,0.3831209903211845,6.489382107201589
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,PM10,78.14097331256282,0.2959885352748592,0.32210669956681415,13.986329439581477
context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,test,macro,,0.2738069414009605,0.23554401690891172,
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,CO,1022.3120106626214,0.3407706702208738,0.4167240366052234,44.79205203225156
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,O3,37.59866163624395,0.20323600884456192,0.5546057961634931,0.8126041792327098
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,SO2,17.72483979193833,0.2645498476408706,-0.8099204359772252,10.701489690199983
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,NO2,25.656404327249362,0.23977947969391927,0.4924347657116003,3.669336809015664
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,PM2.5,67.58547927420504,0.3085390516968969,0.3785325770328982,5.8400097146084935
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,PM10,78.20628729947776,0.29623593674044607,0.3209729942584042,13.81353477483524
context_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,macro,,0.27551849913959475,0.22555828896573238,
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,CO,1020.672479536917,0.340224159845639,0.4185933920571411,48.48782634601746
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,O3,36.47835275800822,0.19718028517842281,0.5807527461889591,2.7318037620122806
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,SO2,17.605111968056747,0.2627628651948768,-0.785551701252404,10.99940537002585
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,NO2,25.59853300525189,0.2392386262173074,0.49472194071178577,3.748707068033894
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,PM2.5,67.32583872735135,0.30735374904063717,0.38329834037687804,6.489596020261561
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,PM10,78.12784779134263,0.29593881739144934,0.3223344150722338,13.986259689687184
context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,test,macro,,0.27378308381138877,0.2356915221924323,
context_prior__coherent_csi_residual__target_balanced__k64,test,CO,1022.2799482738824,0.34075998275796077,0.41676062216271614,44.78404396616255
context_prior__coherent_csi_residual__target_balanced__k64,test,O3,37.59752271597709,0.2032298525187951,0.5546327790815254,0.8130383887155166
context_prior__coherent_csi_residual__target_balanced__k64,test,SO2,17.729895104208666,0.2646253000628159,-0.8109530002083645,10.701762078722417
context_prior__coherent_csi_residual__target_balanced__k64,test,NO2,25.65820016060127,0.23979626318318945,0.49236370864024104,3.6691602346163434
context_prior__coherent_csi_residual__target_balanced__k64,test,PM2.5,67.58690055159933,0.3085455400666494,0.3785064386701492,5.839752161279403
context_prior__coherent_csi_residual__target_balanced__k64,test,PM10,78.20839316681653,0.2962439135106687,0.32093642533038125,13.813234711240385
context_prior__coherent_csi_residual__target_balanced__k64,test,macro,,0.2755334753500132,0.22537449561277478,
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,CO,1020.634248563059,0.34021141618768636,0.4186369463313796,48.49505249876599
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,O3,36.477256781449334,0.1971743609808072,0.5807779380205687,2.7324662986266737
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,SO2,17.609682519227825,0.2628310823765347,-0.7864789336139157,11.000226974570994
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,NO2,25.600101464881934,0.23925328471852275,0.4946600205605922,3.7487996565869315
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,PM2.5,67.32670590791342,0.30735770786538985,0.3832824536045456,6.489952713254428
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,PM10,78.12951083306152,0.29594511679189967,0.32230556497164486,13.986414129425867
context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,test,macro,,0.2737954948201401,0.23553066497913588,
context_prior__coherent_csi_residual__uniform__k128,test,CO,1022.3177086520757,0.3407725695506919,0.4167175346576465,45.18799143746678
context_prior__coherent_csi_residual__uniform__k128,test,O3,37.5985677164668,0.20323550117009082,0.5546080213103628,0.8144858650843069
context_prior__coherent_csi_residual__uniform__k128,test,SO2,17.73707124458819,0.2647324066356446,-0.8124192562529016,10.712510321004611
context_prior__coherent_csi_residual__uniform__k128,test,NO2,25.654726787897534,0.23976380175605172,0.4925011376635682,3.6773806135357447
context_prior__coherent_csi_residual__uniform__k128,test,PM2.5,67.58831812045838,0.3085520115063164,0.37848036796264195,5.860572634898693
context_prior__coherent_csi_residual__uniform__k128,test,PM10,78.20396489911228,0.2962271397693647,0.3210133221963748,13.83701666560624
context_prior__coherent_csi_residual__uniform__k128,test,macro,,0.2755472383980267,0.2251501879229488,
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,CO,1020.663659693303,0.34022121989776766,0.41860344012506745,48.92020368577089
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,O3,36.47907519748448,0.19718419025667286,0.580736139969501,2.73349148621514
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,SO2,17.618027071750042,0.2629556279365678,-0.7881724223283917,11.009526899956507
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,NO2,25.597420684400248,0.23922823069532942,0.4947658509710393,3.756434130693816
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,PM2.5,67.3298008821993,0.3073718369422484,0.3832257519200194,6.508560085583208
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,PM10,78.12573563205977,0.2959308167881052,0.32237105548531286,14.008588567196416
context_prior__coherent_csi_residual__uniform__k128__nonnegative,test,macro,,0.27381532041944856,0.23525496935709142,
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,CO,1022.365861950676,0.34078862065022536,0.41666258571963655,44.701542529419754
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,O3,37.59709346024128,0.20322753221752043,0.5546429486527613,0.8122101843111732
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,SO2,17.72756693151434,0.26459055121663194,-0.8104774266667831,10.698223754878128
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,NO2,25.658175181405216,0.23979602973275904,0.49236469704474284,3.667187054755812
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,PM2.5,67.59700455269198,0.30859166652678477,0.3783206026291913,5.834984747741625
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,PM10,78.22013505154193,0.29628839034674975,0.3207325064299864,13.807664999573731
context_prior__coherent_csi_residual__physics_d_optimal__k128,test,macro,,0.27554713178177853,0.22537431896825588,
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,CO,1020.7168095028013,0.3402389365009338,0.41854288752152224,48.41845765309018
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,O3,36.476770556291164,0.197171732736709,0.58078911402298,2.731651671310049
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,SO2,17.606687217133274,0.2627863763751235,-0.7858712464514102,10.998743726675157
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,NO2,25.599981552855997,0.23925216404538316,0.49466475461986026,3.746908636438486
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,PM2.5,67.33658260786278,0.3074027966576718,0.3831014977459154,6.485565259425476
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,PM10,78.1414976877346,0.2959905215444492,0.3220976013538408,13.980878732348339
context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,test,macro,,0.2738070879767117,0.23555410146878475,
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,CO,1022.3964600043322,0.34079882000144407,0.41662766816758523,44.79771970148778
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,O3,37.59688926428538,0.20322642845559666,0.5546477862534105,0.8125022987970546
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,SO2,17.730824959692303,0.26463917850287016,-0.8111429583243257,10.701678771368888
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,NO2,25.658442654669432,0.2397985294828919,0.4923541133163003,3.669458325255371
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,PM2.5,67.59963205725712,0.3086036615259409,0.3782722721680426,5.84027698819786
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,PM10,78.22370927494063,0.2963019290717448,0.32067042754869646,13.813837900751293
context_prior__coherent_csi_residual__prior_d_optimal__k128,test,macro,,0.2755614245067481,0.2252382181882849,
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,CO,1020.7470191422802,0.34024900638076006,0.41850846882768444,48.516141443097524
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,O3,36.47672399108366,0.19717148103288465,0.580790184327677,2.7318863006811767
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,SO2,17.610109353728227,0.2628374530407198,-0.7865655382512933,11.00207265547914
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,NO2,25.600228017341273,0.2392544674517876,0.4946550243167016,3.7492810480014085
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,PM2.5,67.33920940722658,0.3074147884374654,0.38305336639924703,6.490782832962995
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,PM10,78.14491002005241,0.29600344704565307,0.32203839392016154,13.987226794069313
context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,test,macro,,0.2738217738982118,0.2354133165900297,
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,CO,1022.3361503796015,0.3407787167932005,0.41669649064515113,44.71044829286147
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,O3,37.59726021880304,0.20322843361515155,0.5546389979608743,0.8123830942495605
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,SO2,17.7246304400425,0.26454672298570897,-0.8098776815104627,10.698651834899708
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,NO2,25.657376553855176,0.23978856592388015,0.4923962975171924,3.66738344284669
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,PM2.5,67.59290742693229,0.30857296246031735,0.3783959616336007,5.835503909846956
context_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,PM10,78.2160607191314,0.29627295726943714,0.32080326799244696,13.808258656241556
