case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
training_prior__coherent_csi_zero_residual__target_balanced__k32,validation,O3,49.55349584785478,0.2678567343127285,-0.09529892674042317,15.842156298328081
training_prior__coherent_csi_zero_residual__target_balanced__k32,validation,SO2,15.87644819794014,0.23696191340209166,-0.11846810100321603,5.33364642915651
training_prior__coherent_csi_zero_residual__target_balanced__k32,validation,NO2,34.64375829894684,0.32377344204623215,0.07793045448991698,-0.038694554372971514
training_prior__coherent_csi_zero_residual__target_balanced__k32,validation,PM2.5,88.26822708888042,0.40295926541374444,0.09013559191979381,-3.4331955048905907
training_prior__coherent_csi_zero_residual__target_balanced__k32,validation,PM10,95.63156885302031,0.3622407911099254,0.07522183324137766,6.466730310503584
training_prior__coherent_csi_zero_residual__target_balanced__k32,validation,macro,,0.33535206873050805,0.02465036527414925,
training_prior__coherent_csi_zero_residual__uniform__k64,validation,CO,1330.1539473843407,0.44338464912811354,0.009568898827119976,-135.43366780314466
training_prior__coherent_csi_zero_residual__uniform__k64,validation,O3,49.96286794467169,0.2700695564576848,-0.11347067879675876,15.982734856798944
training_prior__coherent_csi_zero_residual__uniform__k64,validation,SO2,16.012919192172276,0.23899879391301906,-0.137779029709878,5.380836601705771
training_prior__coherent_csi_zero_residual__uniform__k64,validation,NO2,35.852421517919375,0.3350693599805549,0.012469163234616776,-0.07621372186531712
training_prior__coherent_csi_zero_residual__uniform__k64,validation,PM2.5,91.88341397216172,0.4194632000555217,0.01407900284641006,-3.480076687252504
training_prior__coherent_csi_zero_residual__uniform__k64,validation,PM10,99.00911526639956,0.37503452752424077,0.00874505630731881,6.436159936435026
training_prior__coherent_csi_zero_residual__uniform__k64,validation,macro,,0.3470033478431891,-0.03439793121519519,
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,CO,1291.6763066208182,0.43055876887360606,0.06604093674355249,-136.28820084122577
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,O3,49.74244121353633,0.2688780606137099,-0.10366750706413952,15.947291996870756
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,SO2,15.904978561898433,0.23738773972982735,-0.12249154168641785,5.319694678281463
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,NO2,35.22768929404218,0.32923074106581474,0.0465849728392681,-0.10037261200500097
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,PM2.5,90.10846765472763,0.41136027233384126,0.05180190586915312,-3.5461210741680445
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,PM10,97.30538683998549,0.3685810107575208,0.04256615870713587,6.353694064277924
training_prior__coherent_csi_zero_residual__physics_d_optimal__k64,validation,macro,,0.3409994322290533,-0.0031941790985746308,
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,CO,1293.5870763614669,0.43119569212048897,0.06327569181616755,-136.49647337695984
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,O3,49.73410425295821,0.26883299596193627,-0.10329758306369996,15.93504777557984
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,SO2,15.896950071134382,0.23726791150946838,-0.12135860856987657,5.3094331240399155
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,NO2,35.261024403240945,0.32954228414243875,0.04477973201651708,-0.10529634642751651
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,PM2.5,90.16196025472249,0.41160447502726677,0.050675782253093105,-3.562060868431451
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,PM10,97.32244095480388,0.36864560967728743,0.04223052225244417,6.334494237336546
training_prior__coherent_csi_zero_residual__prior_d_optimal__k64,validation,macro,,0.3411814947398144,-0.003949077215892438,
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,CO,1290.433716979579,0.4301445723265263,0.06783700536977244,-137.70502297277417
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,O3,49.72926853073953,0.2688068569229164,-0.10308304290701642,15.938546729303466
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,SO2,15.918299550663928,0.23758656045767057,-0.12437258275383978,5.252217059351884
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,NO2,35.20901981235588,0.32905625992855964,0.0475952603778278,-0.14111804273932665
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,PM2.5,90.0280210981792,0.41099302030668566,0.053494204572764215,-3.638440278810321
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,PM10,97.1829390573379,0.3681171933990072,0.04497428616696619,6.2450498914050225
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k64,validation,macro,,0.3407840772235609,-0.0022591448622542587,
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,CO,1291.0240424373624,0.4303413474791208,0.06698395045418803,-134.50810310929813
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,O3,49.720497254350775,0.2687594446181123,-0.10269395240741352,15.922353023268846
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,SO2,15.893731623784333,0.23721987498185573,-0.12090460094084543,5.371796289365452
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,NO2,35.2170491408451,0.3291313003817299,0.04716082383236986,-0.05277244777421713
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,PM2.5,90.059337526526,0.4111359850560433,0.05283560215247518,-3.4435711704511567
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,PM10,97.2539035290702,0.368385998216175,0.043579028103482464,6.468015242750622
training_prior__coherent_csi_zero_residual__target_balanced__k64,validation,macro,,0.34082899178883946,-0.002173191467623903,
training_prior__coherent_csi_zero_residual__uniform__k128,validation,CO,1331.4354836225011,0.44381182787416706,0.007659518652777031,-134.84739544269615
training_prior__coherent_csi_zero_residual__uniform__k128,validation,O3,49.8979685926678,0.2697187491495557,-0.11057986827744526,15.987728103474325
training_prior__coherent_csi_zero_residual__uniform__k128,validation,SO2,15.989340323238409,0.23864687049609565,-0.13443075939804494,5.407623880049557
training_prior__coherent_csi_zero_residual__uniform__k128,validation,NO2,35.83663412764114,0.33492181427702,0.013338677843365399,-0.05749273306325484
training_prior__coherent_csi_zero_residual__uniform__k128,validation,PM2.5,91.94344964990552,0.4197372729966027,0.012790200658569395,-3.4405278988019448
training_prior__coherent_csi_zero_residual__uniform__k128,validation,PM10,99.06943575059911,0.3752630142068148,0.007536860633690412,6.483029111612823
training_prior__coherent_csi_zero_residual__uniform__k128,validation,macro,,0.34701659150004266,-0.03394756164784799,
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,CO,1316.8530208314048,0.4389510069438016,0.02927757410744658,-136.48736420366438
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,O3,49.84286454810642,0.2694208894492239,-0.10812831952488988,15.977888830533635
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,SO2,15.984109004325443,0.23856879110933496,-0.13368856514304617,5.327942526327185
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,NO2,35.635806576660066,0.33304492127719687,0.024366140189118868,-0.10621434432161087
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,PM2.5,91.34845191221324,0.41702100850131724,0.025526007411856177,-3.5492699195782307
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,PM10,98.45372023408918,0.372930758462459,0.019834821909070932,6.353955999374724
training_prior__coherent_csi_zero_residual__physics_d_optimal__k128,validation,macro,,0.34498956262388897,-0.023802056841740582,
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,CO,1316.9123061849398,0.43897076872831325,0.029190167363111974,-136.6083040398608
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,O3,49.84051906388686,0.26940821115614516,-0.10802403032094277,15.978326389695232
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,SO2,15.983177000750256,0.23855488060821278,-0.1335563624670839,5.32404376195614
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,NO2,35.636082945931435,0.3330475041675835,0.02435100730506623,-0.10955549916783246
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,PM2.5,91.34779794376102,0.41701802302561664,0.025539959984760663,-3.5565857486743147
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,PM10,98.44722303342877,0.37290614785389686,0.0199641846126124,6.345689742164638
training_prior__coherent_csi_zero_residual__prior_d_optimal__k128,validation,macro,,0.34498425592329474,-0.023755845587079234,
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,CO,1316.9680623351774,0.4389893541117258,0.02910796027234397,-136.61122952165
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,O3,49.84466353977658,0.26943061372852206,-0.10820831290450705,15.979354078037373
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,SO2,15.977317512952103,0.23846742556644931,-0.13272538347297114,5.323822326406146
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,NO2,35.633666139662175,0.33302491719310445,0.024483338046835335,-0.10984553277786162
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,PM2.5,91.3529975577086,0.41704176013562616,0.025429022220878617,-3.5568341844201905
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,PM10,98.45854144545304,0.37294902062671603,0.019738823521440074,6.345267948203052
training_prior__coherent_csi_zero_residual__bayesian_a_optimal__k128,validation,macro,,0.3449838485603573,-0.023695758719330034,
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,CO,1316.790193665634,0.43893006455521133,0.029370198391158397,-136.60164237396665
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,O3,49.842701681290094,0.2694200090880546,-0.10812107768442769,15.978393131924179
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,SO2,15.965123388149545,0.23828542370372455,-0.1309970177828328,5.324254927011767
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,NO2,35.63012247538968,0.3329917988354176,0.024677352978621725,-0.10945299252111144
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,PM2.5,91.33832982526951,0.41697479947623745,0.025741953359153635,-3.5564379941903788
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,PM10,98.44464649868306,0.3728963882525873,0.020015482418878516,6.345686058684153
training_prior__coherent_csi_zero_residual__target_balanced__k128,validation,macro,,0.34491641398520545,-0.0232188513865747,
training_prior__coherent_csi_zero_residual__uniform__k256,validation,CO,1330.7414787233563,0.44358049290778545,0.008693755273394332,-134.98454800836757
training_prior__coherent_csi_zero_residual__uniform__k256,validation,O3,49.91319477995489,0.269801052864621,-0.11125775066609078,15.99398067193156
training_prior__coherent_csi_zero_residual__uniform__k256,validation,SO2,15.994298505849391,0.2387208732216327,-0.13513442657170627,5.397715731275458
training_prior__coherent_csi_zero_residual__uniform__k256,validation,NO2,35.867038779802826,0.3352059699046993,0.01166375378844553,-0.06492182771822697
training_prior__coherent_csi_zero_residual__uniform__k256,validation,PM2.5,92.04009216815571,0.42017846230612194,0.010713781236378339,-3.450234532339127
training_prior__coherent_csi_zero_residual__uniform__k256,validation,PM10,99.11380625152306,0.3754310842860722,0.00664766715862497,6.470587255423967
training_prior__coherent_csi_zero_residual__uniform__k256,validation,macro,,0.3471529892484888,-0.03477886996349231,
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,CO,804.0035430781387,0.26800118102604625,0.6381434989921192,-107.61615787293661
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,O3,47.92042139909137,0.25902930485995335,-0.02429563724024475,15.560235969668504
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,SO2,16.211302822519116,0.2419597436196883,-0.16614549194367445,5.942111562312234
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,NO2,28.672534413798495,0.26796761134391117,0.3683945866519066,0.602375002392169
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,PM2.5,68.95742937673234,0.31480223408688685,0.4446970303264173,-1.956743667426394
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,PM10,79.06930291544525,0.2995049352857775,0.367805334544397,8.07379155657466
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_unbounded__k32,validation,macro,,0.27521083503704385,0.27143322022182015,
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,CO,1067.092155929845,0.3556973853099483,0.3625820207553174,-122.83791689719101
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,O3,48.81944961106232,0.2638889168165531,-0.06308948796354485,15.803011628954431
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,SO2,15.600865993149643,0.23284874616641257,-0.07997652082245321,5.65037710949731
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,NO2,31.718074844441492,0.2964306060228177,0.22709286331055767,0.23555751569576486
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,PM2.5,79.5398630333293,0.36311281914325294,0.26118186512983355,-2.783009822160075
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,PM10,87.81768774013818,0.3326427565914325,0.22017168055480374,7.190059817320487
training_prior__coherent_csi_zero_residual__bayesian_a_optimal_power_bounded_4x__k32,validation,macro,,0.3074368716750695,0.15466040349408572,
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,CO,1335.440704005769,0.44514690133525636,0.001680227165693604,-134.07302995461183
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,O3,49.93415810639108,0.2699143681426545,-0.11219139360851527,15.988806481673052
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,SO2,15.947653326601069,0.23802467651643386,-0.12852315316242313,5.424518528397445
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,NO2,35.95716445379075,0.3360482659232781,0.0066905870455383765,-0.04153938601820141
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,PM2.5,92.25906714404552,0.42117811980847214,0.0060009085186910616,-3.396503109591175
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,PM10,99.31920384439731,0.3762091054712019,0.002526271807599234,6.530631676560612
training_prior__coherent_csi_zero_residual__full_offset_background_projected,validation,macro,,0.34775357286621617,-0.03730275870556935,
context_prior__pilot_power_residual__uniform__k16,validation,CO,993.0928710974297,0.33103095703247654,0.4479223282257392,39.09271600603403
context_prior__pilot_power_residual__uniform__k16,validation,O3,32.749072817775534,0.1770220152312191,0.5216100099666287,-2.514837956531116
context_prior__pilot_power_residual__uniform__k16,validation,SO2,18.15799364301621,0.27101483049277925,-0.46302794123174396,11.136907865195495
context_prior__pilot_power_residual__uniform__k16,validation,NO2,26.414089818664547,0.2468606525108836,0.46397508227823625,4.929800082074681
context_prior__pilot_power_residual__uniform__k16,validation,PM2.5,71.66382105285516,0.3271573661394905,0.40025340539016385,3.698208010018926
context_prior__pilot_power_residual__uniform__k16,validation,PM10,82.10454276961079,0.3110020559454954,0.31833753509388896,14.459848775814699
context_prior__pilot_power_residual__uniform__k16,validation,macro,,0.27734797955872403,0.2815117366204855,
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,CO,989.3142055165398,0.3297714018388466,0.45211558783914274,47.56566992601254
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,O3,30.890001422800037,0.166972980663784,0.5743820627174943,-0.170754554074774
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,SO2,18.07998517554294,0.2698505250081036,-0.45048432917689096,11.342805775556835
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,NO2,26.330637266490967,0.246080722116738,0.4673567610459187,5.071513384550586
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,PM2.5,71.14601610264575,0.3247934996696918,0.40888899890076646,4.708072811592359
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,PM10,81.95857526799836,0.310449148742418,0.32075913361446984,14.696912191890855
context_prior__pilot_power_residual__uniform__k16__nonnegative,validation,macro,,0.2746530463399303,0.29550303582348353,
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,CO,993.4430062061188,0.33114766873537294,0.4475329671549344,39.022565160398074
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,O3,32.75109513426063,0.17703294667167907,0.5215509251895027,-2.5159122217500505
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,SO2,18.160598746417143,0.2710537126330917,-0.4634477687241638,11.13367774795177
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,NO2,26.418664674883722,0.24690340817648337,0.4637893897704839,4.9281439316882025
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,PM2.5,71.69193899841085,0.3272857292782976,0.39978268110704385,3.6941128300325574
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,PM10,82.13266613808838,0.3111085838563954,0.3178704737766175,14.45511632696367
context_prior__pilot_power_residual__physics_d_optimal__k16,validation,macro,,0.27742200822522,0.2811797780457364,
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,CO,989.638110926071,0.32987937030869036,0.4517567700340239,47.53206358377501
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,O3,30.891807458857958,0.16698274302085384,0.5743322923207737,-0.17143455856693618
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,SO2,18.081860781943707,0.26987851913348815,-0.4507852894685107,11.340649322358765
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,NO2,26.334284064627532,0.2461148043423134,0.467209208454166,5.070760988898385
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,PM2.5,71.17298627345943,0.3249166230242395,0.4084407549294421,4.703205582506843
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,PM10,81.98811843641971,0.310561054683408,0.3202693607271899,14.691145782597612
context_prior__pilot_power_residual__physics_d_optimal__k16__nonnegative,validation,macro,,0.27472218575216556,0.29520384949951417,
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,CO,993.4599518897954,0.33115331729659847,0.44751411954844345,39.030584939020606
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,O3,32.75093066309892,0.17703205763837254,0.5215557305785894,-2.5153315076714367
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,SO2,18.16074117004883,0.27105583835893776,-0.4634707228531785,11.133978502211816
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,NO2,26.419145183234647,0.24690789890873502,0.4637698841654603,4.928255522999045
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,PM2.5,71.69322773989326,0.32729161259937684,0.39976110177969937,3.694652874803759
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,PM10,82.1338742189392,0.31111315992022426,0.31785040688441213,14.455733738475809
context_prior__pilot_power_residual__prior_d_optimal__k16,validation,macro,,0.2774256474537075,0.28116342001723765,
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,CO,989.6503711948742,0.3298834570649581,0.4517431859755071,47.55263250550717
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,O3,30.891545087839376,0.16698132479913175,0.5743395228718455,-0.170718201555941
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,SO2,18.082037202627635,0.2698811522780244,-0.45081359958379186,11.340827367443755
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,NO2,26.33481779827954,0.24611979250728544,0.46718761141693743,5.070697544524355
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,PM2.5,71.17388193745423,0.32492071188064126,0.40842586608809484,4.704797432030249
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,PM10,81.98926847919857,0.3105654109060552,0.32025029150567985,14.691871052348908
context_prior__pilot_power_residual__prior_d_optimal__k16__nonnegative,validation,macro,,0.2747253082393493,0.2951888130457121,
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,CO,993.4058702987246,0.3311352900995749,0.44757426993925253,39.10445180279258
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,O3,32.749410873596936,0.17702384255998344,0.521600133451551,-2.516570993047697
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,SO2,18.16136175407275,0.271065100807056,-0.46357074322779535,11.134955626204105
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,NO2,26.417343323040313,0.2468910590938347,0.4638430264828852,4.929877633843889
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,PM2.5,71.68416491017854,0.32725023926125896,0.39991284607310895,3.6980829242477635
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,PM10,82.1192859525641,0.31105790133547007,0.31809270633286624,14.459700079141248
context_prior__pilot_power_residual__bayesian_a_optimal__k16,validation,macro,,0.2774039055261963,0.2812420398419781,
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,CO,989.6030094630446,0.32986766982101484,0.4517956606102227,47.612456918664456
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,O3,30.890343678928403,0.1669748306969103,0.5743726311119475,-0.17204676637677516
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,SO2,18.082722211058485,0.269891376284455,-0.45092352507070266,11.341773930300892
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,NO2,26.33300387431411,0.24610283994686083,0.4672610083838621,5.072227360386864
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,PM2.5,71.16502552363058,0.3248802808656965,0.40857308018481564,4.707835162335435
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,PM10,81.97498111221063,0.3105112920917069,0.3204871758574538,14.695336272882646
context_prior__pilot_power_residual__bayesian_a_optimal__k16__nonnegative,validation,macro,,0.27470471495110743,0.29526100517959986,
context_prior__pilot_power_residual__target_balanced__k16,validation,CO,993.595153185705,0.331198384395235,0.4473637322285299,39.01335522870072
context_prior__pilot_power_residual__target_balanced__k16,validation,O3,32.749220785200606,0.17702281505513842,0.5216056870170713,-2.5169724059102956
context_prior__pilot_power_residual__target_balanced__k16,validation,SO2,18.16306361074872,0.27109050165296594,-0.46384505133052967,11.131920182732427
context_prior__pilot_power_residual__target_balanced__k16,validation,NO2,26.418380954453834,0.24690075658368069,0.46380090686188913,4.927860600178518
context_prior__pilot_power_residual__target_balanced__k16,validation,PM2.5,71.69068625498194,0.327280010294372,0.3998036572932975,3.693204362606995
context_prior__pilot_power_residual__target_balanced__k16,validation,PM10,82.12986208888647,0.3110979624579033,0.3179170494496806,14.45408603504014
context_prior__pilot_power_residual__target_balanced__k16,validation,macro,,0.2774317384065493,0.28110766358665645,
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,CO,989.7825399105524,0.32992751330351744,0.45159673579513904,47.54907615105876
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,O3,30.890357373658105,0.16697490472247625,0.5743722537219693,-0.1726652359314804
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,SO2,18.08434103850183,0.26991553788808703,-0.4511833200207389,11.338821706653121
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,NO2,26.33369434075054,0.24610929290421066,0.46723307057492003,5.070719374562726
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,PM2.5,71.17091819440732,0.3249071818964052,0.4084751323968713,4.7036243498616175
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,PM10,81.98533590531332,0.3105505147928535,0.32031549764529266,14.690267808191642
context_prior__pilot_power_residual__target_balanced__k16__nonnegative,validation,macro,,0.27473082425125833,0.29513489501890894,
context_prior__pilot_power_residual__uniform__k32,validation,CO,993.2523395381832,0.3310841131793944,0.44774501140755096,39.02299069892977
context_prior__pilot_power_residual__uniform__k32,validation,O3,32.7487603056894,0.17702032597669948,0.5216191401146042,-2.515228224829999
context_prior__pilot_power_residual__uniform__k32,validation,SO2,18.157055091541277,0.2710008222618101,-0.46287670298681816,11.134703935080585
context_prior__pilot_power_residual__uniform__k32,validation,NO2,26.417432194791818,0.24689188967095158,0.4638394190581049,4.928411288637518
context_prior__pilot_power_residual__uniform__k32,validation,PM2.5,71.67911493018694,0.3272271852553626,0.39999739253831745,3.6945932074968604
context_prior__pilot_power_residual__uniform__k32,validation,PM10,82.11743062881469,0.311050873593995,0.31812351869296585,14.455756140223889
context_prior__pilot_power_residual__uniform__k32,validation,macro,,0.2773792016563688,0.2814079631374542,
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,CO,989.4600575122876,0.32982001917076254,0.45195402961027975,47.526072078683086
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,O3,30.889660452127202,0.16697113757906595,0.5743914587956301,-0.17133567045571277
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,SO2,18.079161695864947,0.269838234266641,-0.45035220327575076,11.34028002238717
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,NO2,26.333743513815573,0.2461097524655661,0.4672310808953112,5.070456800368399
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,PM2.5,71.16054235562349,0.3248598144516034,0.40864759382993865,4.705683766262865
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,PM10,81.97270599285855,0.3105026742153733,0.3205248934952475,14.691864784222759
context_prior__pilot_power_residual__uniform__k32__nonnegative,validation,macro,,0.2746836053581687,0.29539947555844276,
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,CO,993.5860721762422,0.3311953573920807,0.4473738338724996,39.028742189473085
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,O3,32.75067208196031,0.17703065990248817,0.5215632855501916,-2.5168280136987766
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,SO2,18.16390321762061,0.27110303309881506,-0.4639803900374784,11.132582809675265
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,NO2,26.418748375822247,0.2469041904282453,0.4637859920664006,4.928251226852947
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,PM2.5,71.69261687142009,0.32728882388231145,0.39977133051311675,3.694084055145343
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,PM10,82.13192481110781,0.31110577579965076,0.3178827874823251,14.45510426702028
context_prior__pilot_power_residual__physics_d_optimal__k32,validation,macro,,0.2774379734172652,0.2810661399078425,
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,CO,989.7727276825435,0.32992424256084785,0.45160760895359475,47.55724888099036
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,O3,30.89150786221884,0.1669811235795613,0.574340548749043,-0.17240816163237357
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,SO2,18.084894409732403,0.2699237971601851,-0.451272132257162,11.340423273645772
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,NO2,26.334139652798342,0.24611345469904994,0.46721505186966417,5.071003713007397
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,PM2.5,71.17308258362733,0.32491706269631393,0.4084391539509882,4.705036849197883
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,PM10,81.98748882850525,0.3105586698049441,0.32027980034100534,14.690962981863734
context_prior__pilot_power_residual__physics_d_optimal__k32__nonnegative,validation,macro,,0.27473639175015035,0.29510167193452225,
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,CO,993.570452727105,0.33119015090903503,0.4473912086097044,39.029265583505044
context_prior__pilot_power_residual__prior_d_optimal__k32,validation,O3,32.75074510284916,0.17703105460999546,0.5215611521030974,-2.5170798328141624
