section,case,target,metric,value,unit,notes
paired_bootstrap,replicate_0428,macro,ridge_minus_mean_normalized_rmse,0.00010453955826789096,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0429,macro,ridge_minus_mean_normalized_rmse,-7.763541248428929e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0430,macro,ridge_minus_mean_normalized_rmse,-0.00015115843607466095,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0431,macro,ridge_minus_mean_normalized_rmse,6.0688008077403044e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0432,macro,ridge_minus_mean_normalized_rmse,-9.048462185023975e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0433,macro,ridge_minus_mean_normalized_rmse,-9.291819367157617e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0434,macro,ridge_minus_mean_normalized_rmse,-1.313257350654684e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0435,macro,ridge_minus_mean_normalized_rmse,-9.535049235226412e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0436,macro,ridge_minus_mean_normalized_rmse,-1.0105453333630887e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0437,macro,ridge_minus_mean_normalized_rmse,-0.0001225989872083999,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0438,macro,ridge_minus_mean_normalized_rmse,-0.00011506615801343267,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0439,macro,ridge_minus_mean_normalized_rmse,-5.214586303092794e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0440,macro,ridge_minus_mean_normalized_rmse,-2.1690620796877003e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0441,macro,ridge_minus_mean_normalized_rmse,-1.6904401603345942e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0442,macro,ridge_minus_mean_normalized_rmse,-0.00010659440122506858,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0443,macro,ridge_minus_mean_normalized_rmse,-0.00012335242275440805,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0444,macro,ridge_minus_mean_normalized_rmse,-5.0266974865431635e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0445,macro,ridge_minus_mean_normalized_rmse,-0.00012069148335491775,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0446,macro,ridge_minus_mean_normalized_rmse,-2.490739887800464e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0447,macro,ridge_minus_mean_normalized_rmse,-3.0747754775239944e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0448,macro,ridge_minus_mean_normalized_rmse,-6.888728474818695e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0449,macro,ridge_minus_mean_normalized_rmse,-2.8382929249726185e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0450,macro,ridge_minus_mean_normalized_rmse,-8.725181205260224e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0451,macro,ridge_minus_mean_normalized_rmse,-6.389247742988324e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0452,macro,ridge_minus_mean_normalized_rmse,4.9088509036010475e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0453,macro,ridge_minus_mean_normalized_rmse,4.474648659036351e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0454,macro,ridge_minus_mean_normalized_rmse,-5.472129006239834e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0455,macro,ridge_minus_mean_normalized_rmse,-1.0070031792430711e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0456,macro,ridge_minus_mean_normalized_rmse,-8.028762642675602e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0457,macro,ridge_minus_mean_normalized_rmse,3.0058474382310685e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0458,macro,ridge_minus_mean_normalized_rmse,-9.4080097540028e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0459,macro,ridge_minus_mean_normalized_rmse,-7.344965465222453e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0460,macro,ridge_minus_mean_normalized_rmse,-4.96201524682327e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0461,macro,ridge_minus_mean_normalized_rmse,3.819467464749593e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0462,macro,ridge_minus_mean_normalized_rmse,-8.135309481183128e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0463,macro,ridge_minus_mean_normalized_rmse,-0.00010071209927464686,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0464,macro,ridge_minus_mean_normalized_rmse,5.359940739890767e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0465,macro,ridge_minus_mean_normalized_rmse,-1.7529680618078025e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0466,macro,ridge_minus_mean_normalized_rmse,-7.464372294135879e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0467,macro,ridge_minus_mean_normalized_rmse,-3.8341933823515806e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0468,macro,ridge_minus_mean_normalized_rmse,-1.0432969596740893e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0469,macro,ridge_minus_mean_normalized_rmse,-6.00386692417576e-07,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0470,macro,ridge_minus_mean_normalized_rmse,-0.00010278027328741723,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0471,macro,ridge_minus_mean_normalized_rmse,6.816815091514883e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0472,macro,ridge_minus_mean_normalized_rmse,8.223373633065023e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0473,macro,ridge_minus_mean_normalized_rmse,-4.486331836633939e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0474,macro,ridge_minus_mean_normalized_rmse,-6.071917156230677e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0475,macro,ridge_minus_mean_normalized_rmse,8.876160196380489e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0476,macro,ridge_minus_mean_normalized_rmse,-4.3993208069248446e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0477,macro,ridge_minus_mean_normalized_rmse,-0.00012925805545754843,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0478,macro,ridge_minus_mean_normalized_rmse,-3.4738883292639855e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0479,macro,ridge_minus_mean_normalized_rmse,-8.341590375299246e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0480,macro,ridge_minus_mean_normalized_rmse,-3.1035639595555775e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0481,macro,ridge_minus_mean_normalized_rmse,-1.8617418614197412e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0482,macro,ridge_minus_mean_normalized_rmse,-6.644289430834949e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0483,macro,ridge_minus_mean_normalized_rmse,-8.63039238515606e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0484,macro,ridge_minus_mean_normalized_rmse,4.012142522058504e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0485,macro,ridge_minus_mean_normalized_rmse,-0.00012339961644303177,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0486,macro,ridge_minus_mean_normalized_rmse,1.062052116446166e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0487,macro,ridge_minus_mean_normalized_rmse,-4.119668903490581e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0488,macro,ridge_minus_mean_normalized_rmse,-2.8000994206633933e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0489,macro,ridge_minus_mean_normalized_rmse,-2.8248018705823164e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0490,macro,ridge_minus_mean_normalized_rmse,-0.0001170472107913656,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0491,macro,ridge_minus_mean_normalized_rmse,-0.0001513807245274168,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0492,macro,ridge_minus_mean_normalized_rmse,4.1159942437862806e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0493,macro,ridge_minus_mean_normalized_rmse,4.4858801960312444e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0494,macro,ridge_minus_mean_normalized_rmse,-5.8740180208516346e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0495,macro,ridge_minus_mean_normalized_rmse,-0.00011959505477748822,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0496,macro,ridge_minus_mean_normalized_rmse,-6.686131511363103e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0497,macro,ridge_minus_mean_normalized_rmse,-4.7912103092240255e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0498,macro,ridge_minus_mean_normalized_rmse,-4.093897019091797e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0499,macro,ridge_minus_mean_normalized_rmse,-6.449944397896035e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0500,macro,ridge_minus_mean_normalized_rmse,-8.518520461953116e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0501,macro,ridge_minus_mean_normalized_rmse,-0.00011974241712586764,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0502,macro,ridge_minus_mean_normalized_rmse,-6.559057970090265e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0503,macro,ridge_minus_mean_normalized_rmse,-2.464115127498445e-07,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0504,macro,ridge_minus_mean_normalized_rmse,5.369751103390108e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0505,macro,ridge_minus_mean_normalized_rmse,2.052641191258031e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0506,macro,ridge_minus_mean_normalized_rmse,-0.00010438406583856974,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0507,macro,ridge_minus_mean_normalized_rmse,-9.139325970297651e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0508,macro,ridge_minus_mean_normalized_rmse,-6.359681826217933e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0509,macro,ridge_minus_mean_normalized_rmse,2.510049885706689e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0510,macro,ridge_minus_mean_normalized_rmse,-2.7391277384491985e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0511,macro,ridge_minus_mean_normalized_rmse,-0.0001320008650997906,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0512,macro,ridge_minus_mean_normalized_rmse,5.976340792535062e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0513,macro,ridge_minus_mean_normalized_rmse,7.845731125277755e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0514,macro,ridge_minus_mean_normalized_rmse,-4.199561354634174e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0515,macro,ridge_minus_mean_normalized_rmse,1.8964567387314002e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0516,macro,ridge_minus_mean_normalized_rmse,-7.506020179226525e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0517,macro,ridge_minus_mean_normalized_rmse,2.5218582770769604e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0518,macro,ridge_minus_mean_normalized_rmse,-3.679407095780185e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0519,macro,ridge_minus_mean_normalized_rmse,4.29626518383408e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0520,macro,ridge_minus_mean_normalized_rmse,-1.8994847018782846e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0521,macro,ridge_minus_mean_normalized_rmse,-4.9680846764155184e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0522,macro,ridge_minus_mean_normalized_rmse,-6.676029957369822e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0523,macro,ridge_minus_mean_normalized_rmse,-9.938220539063014e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0524,macro,ridge_minus_mean_normalized_rmse,-1.4026469483174875e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0525,macro,ridge_minus_mean_normalized_rmse,-4.689126390255982e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0526,macro,ridge_minus_mean_normalized_rmse,-3.700041674348231e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0527,macro,ridge_minus_mean_normalized_rmse,-0.00011182718012786586,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0528,macro,ridge_minus_mean_normalized_rmse,-0.00013991327396611908,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0529,macro,ridge_minus_mean_normalized_rmse,-2.0780896951455574e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0530,macro,ridge_minus_mean_normalized_rmse,-9.475806389175334e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0531,macro,ridge_minus_mean_normalized_rmse,-9.269682446172434e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0532,macro,ridge_minus_mean_normalized_rmse,-6.220514613480832e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0533,macro,ridge_minus_mean_normalized_rmse,-4.4535412795254636e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0534,macro,ridge_minus_mean_normalized_rmse,-5.407513234689798e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0535,macro,ridge_minus_mean_normalized_rmse,-4.967881519352124e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0536,macro,ridge_minus_mean_normalized_rmse,-5.117635698242973e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0537,macro,ridge_minus_mean_normalized_rmse,-1.8675181109095718e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0538,macro,ridge_minus_mean_normalized_rmse,-6.92244262578412e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0539,macro,ridge_minus_mean_normalized_rmse,-2.5263723489543644e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0540,macro,ridge_minus_mean_normalized_rmse,-3.13115879976289e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0541,macro,ridge_minus_mean_normalized_rmse,-5.1940233526837076e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0542,macro,ridge_minus_mean_normalized_rmse,-6.154127672552967e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0543,macro,ridge_minus_mean_normalized_rmse,-2.5441857293695413e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0544,macro,ridge_minus_mean_normalized_rmse,4.363055862377507e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0545,macro,ridge_minus_mean_normalized_rmse,-0.00011317051841142067,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0546,macro,ridge_minus_mean_normalized_rmse,1.817570407242064e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0547,macro,ridge_minus_mean_normalized_rmse,-5.257782661971522e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0548,macro,ridge_minus_mean_normalized_rmse,-1.795788889258354e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0549,macro,ridge_minus_mean_normalized_rmse,-1.227316341623208e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0550,macro,ridge_minus_mean_normalized_rmse,-6.111632749933316e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0551,macro,ridge_minus_mean_normalized_rmse,2.6436407249585958e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0552,macro,ridge_minus_mean_normalized_rmse,-8.464734590474254e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0553,macro,ridge_minus_mean_normalized_rmse,-1.8474458847117514e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0554,macro,ridge_minus_mean_normalized_rmse,-8.459270427441101e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0555,macro,ridge_minus_mean_normalized_rmse,-1.3949023650206005e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0556,macro,ridge_minus_mean_normalized_rmse,-4.7007267952925424e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0557,macro,ridge_minus_mean_normalized_rmse,-1.662268309238213e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0558,macro,ridge_minus_mean_normalized_rmse,-0.00012834631172542466,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0559,macro,ridge_minus_mean_normalized_rmse,-6.256585834940598e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0560,macro,ridge_minus_mean_normalized_rmse,-2.777067253256771e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0561,macro,ridge_minus_mean_normalized_rmse,4.79827970841229e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0562,macro,ridge_minus_mean_normalized_rmse,1.1181675725335793e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0563,macro,ridge_minus_mean_normalized_rmse,-7.239433922756611e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0564,macro,ridge_minus_mean_normalized_rmse,-1.673319704642573e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0565,macro,ridge_minus_mean_normalized_rmse,-0.00019243767454579785,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0566,macro,ridge_minus_mean_normalized_rmse,-6.423618797879449e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0567,macro,ridge_minus_mean_normalized_rmse,-1.752051951398048e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0568,macro,ridge_minus_mean_normalized_rmse,-2.615459098070927e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0569,macro,ridge_minus_mean_normalized_rmse,-6.906777095694316e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0570,macro,ridge_minus_mean_normalized_rmse,-8.584981837589378e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0571,macro,ridge_minus_mean_normalized_rmse,-1.12734172761364e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0572,macro,ridge_minus_mean_normalized_rmse,-2.337408078684211e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0573,macro,ridge_minus_mean_normalized_rmse,4.254108736562179e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0574,macro,ridge_minus_mean_normalized_rmse,2.4716589818840617e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0575,macro,ridge_minus_mean_normalized_rmse,-6.60036443711487e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0576,macro,ridge_minus_mean_normalized_rmse,-0.0001977700339083066,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0577,macro,ridge_minus_mean_normalized_rmse,0.00010775357469561264,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0578,macro,ridge_minus_mean_normalized_rmse,-1.3336772632488447e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0579,macro,ridge_minus_mean_normalized_rmse,8.697153225728504e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0580,macro,ridge_minus_mean_normalized_rmse,-5.6996488086158426e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0581,macro,ridge_minus_mean_normalized_rmse,-9.742208065705027e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0582,macro,ridge_minus_mean_normalized_rmse,-3.342169057318767e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0583,macro,ridge_minus_mean_normalized_rmse,-5.868071430248367e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0584,macro,ridge_minus_mean_normalized_rmse,-5.7579230167970064e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0585,macro,ridge_minus_mean_normalized_rmse,2.1112720564597787e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0586,macro,ridge_minus_mean_normalized_rmse,-3.7507790498880755e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0587,macro,ridge_minus_mean_normalized_rmse,-0.00011117112567127219,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0588,macro,ridge_minus_mean_normalized_rmse,-1.853840116283756e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0589,macro,ridge_minus_mean_normalized_rmse,-1.3754811223731789e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0590,macro,ridge_minus_mean_normalized_rmse,4.363990785477556e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0591,macro,ridge_minus_mean_normalized_rmse,-6.090672733966018e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0592,macro,ridge_minus_mean_normalized_rmse,5.322687356357214e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0593,macro,ridge_minus_mean_normalized_rmse,-1.344404481717909e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0594,macro,ridge_minus_mean_normalized_rmse,-4.719733947766702e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0595,macro,ridge_minus_mean_normalized_rmse,-9.092391664000665e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0596,macro,ridge_minus_mean_normalized_rmse,2.8521214390730965e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0597,macro,ridge_minus_mean_normalized_rmse,-8.473149693122295e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0598,macro,ridge_minus_mean_normalized_rmse,-7.167631234361593e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0599,macro,ridge_minus_mean_normalized_rmse,-8.697559378934017e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0600,macro,ridge_minus_mean_normalized_rmse,1.791853436988733e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0601,macro,ridge_minus_mean_normalized_rmse,-3.429853293629437e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0602,macro,ridge_minus_mean_normalized_rmse,-1.8742782533553992e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0603,macro,ridge_minus_mean_normalized_rmse,1.8449027226363768e-05,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
paired_bootstrap,replicate_0604,macro,ridge_minus_mean_normalized_rmse,-4.871207458512217e-06,dimensionless,"Paired row resample of the fixed 4,000 row test predictions."
