attempt_type,case_id,validation_macro_normalized_rmse,selected_on_validation,reason,prior,likelihood,claim_class,probe_method,tone_count,power_status,nuisance_projection,nonnegative_constraint,uses_thz,uses_context,uses_true_past_pollutants,uses_test_for_selection,test_macro_normalized_rmse,validation_thz_gain_over_prior,test_thz_gain_over_prior,test_delta_vs_current_ridge,selected_roles,status
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal__k64,0.2774226404708835,,Validation-only case selection; test THz gain over its prior control is 1.85633855e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,bayesian_a_optimal,64.0,equal,False,False,True,True,False,False,0.27554284181542144,-8.1408275262429e-05,1.8563385459025028e-05,-0.07190060233541862,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal__k64__nonnegative,0.2747201278739255,,Validation-only case selection; test THz gain over its prior control is 2.288422e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,bayesian_a_optimal,64.0,equal,False,True,True,True,False,False,0.27381142153805776,-7.372793877818973e-05,2.2884219997465483e-05,-0.07363202261278229,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__target_balanced__k64,0.2774397677737032,,Validation-only case selection; test THz gain over its prior control is 1.09997775e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,target_balanced,64.0,equal,False,False,True,True,False,False,0.2755504054233368,-9.853557808214841e-05,1.0999777543652112e-05,-0.07189303872750324,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__target_balanced__k64__nonnegative,0.2747386641837796,,Validation-only case selection; test THz gain over its prior control is 1.6721674e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,target_balanced,64.0,equal,False,True,True,True,False,False,0.2738175840840174,-9.226424863228999e-05,1.6721674037822876e-05,-0.07362586006682265,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__uniform__k128,0.27741571067961324,,Validation-only case selection; test THz gain over its prior control is 5.90020193e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,uniform,128.0,equal,False,False,True,True,False,False,0.27555550499895537,-7.447848399216861e-05,5.900201925090887e-06,-0.07188793915188468,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__uniform__k128__nonnegative,0.27471468351491707,,Validation-only case selection; test THz gain over its prior control is 8.48029238e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,uniform,128.0,equal,False,True,True,True,False,False,0.2738258254656769,-6.828357976973454e-05,8.480292378321153e-06,-0.07361761868516314,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__physics_d_optimal__k128,0.2774477676916007,,Validation-only case selection; test THz gain over its prior control is -3.4811258e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,physics_d_optimal,128.0,equal,False,False,True,True,False,False,0.275564886326679,-0.00010653549597960943,-3.481125798565632e-06,-0.07187855782416103,,worse_than_prior_control
thz_inversion,context_prior__pilot_power_residual__physics_d_optimal__k128__nonnegative,0.27474617290186737,,Validation-only case selection; test THz gain over its prior control is 4.43093066e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,physics_d_optimal,128.0,equal,False,True,True,True,False,False,0.27382987482739246,-9.977296672003533e-05,4.430930662768784e-06,-0.07361356932344759,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__prior_d_optimal__k128,0.27744839429101,,Validation-only case selection; test THz gain over its prior control is -2.07159616e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,prior_d_optimal,128.0,equal,False,False,True,True,False,False,0.27556347679704124,-0.00010716209538891297,-2.0715961607797873e-06,-0.07187996735379881,,worse_than_prior_control
thz_inversion,context_prior__pilot_power_residual__prior_d_optimal__k128__nonnegative,0.2747476000166586,,Validation-only case selection; test THz gain over its prior control is 4.75821863e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,prior_d_optimal,128.0,equal,False,True,True,True,False,False,0.2738295475394295,-0.0001012000815112657,4.7582186257222325e-06,-0.07361389661141055,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal__k128,0.27744288849336446,,Validation-only case selection; test THz gain over its prior control is 1.09065656e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,bayesian_a_optimal,128.0,equal,False,False,True,True,False,False,0.2755504986353157,-0.00010165629774339102,1.0906565564738901e-05,-0.07189294551552433,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal__k128__nonnegative,0.27474201463117687,,Validation-only case selection; test THz gain over its prior control is 1.63303604e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,bayesian_a_optimal,128.0,equal,False,True,True,True,False,False,0.2738179753976094,-9.561469602953343e-05,1.633036044584868e-05,-0.07362546875323067,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__target_balanced__k128,0.2774398478120899,,Validation-only case selection; test THz gain over its prior control is 1.5833801e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,target_balanced,128.0,equal,False,False,True,True,False,False,0.27554557139985714,-9.861561646884454e-05,1.583380102332388e-05,-0.07189787275098292,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__target_balanced__k128__nonnegative,0.2747384883409292,,Validation-only case selection; test THz gain over its prior control is 2.09338037e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,target_balanced,128.0,equal,False,True,True,True,False,False,0.27381337195435024,-9.208840578184274e-05,2.0933803704992204e-05,-0.07363007219648982,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__uniform__k256,0.2774447304843926,,Validation-only case selection; test THz gain over its prior control is 3.47349492e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,uniform,256.0,equal,False,False,True,True,False,False,0.275557931705963,-0.00010349828877154188,3.473494917471953e-06,-0.07188551244487706,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__uniform__k256__nonnegative,0.2747440396961622,,Validation-only case selection; test THz gain over its prior control is 8.18900605e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior.,context_prior,pilot_power_residual,declared_reference_likelihood,uniform,256.0,equal,False,True,True,True,False,False,0.27382611675200025,-9.763976101484495e-05,8.189006054981629e-06,-0.0736173273988398,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32,0.27742096032189245,,Validation-only case selection; test THz gain over its prior control is 6.91513537e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The power optimizer found no accepted risk reduction and retained equal power. The weakly bounded optimizer may concentrate nearly all power on one tone and exploit training target correlations rather than spectrally resolve every target.,context_prior,pilot_power_residual,declared_reference_likelihood+correlation_concentrated_power_sensitivity,bayesian_a_optimal_power_unbounded,32.0,fallback_equal_power_unbounded,False,False,True,True,False,False,0.27555449006551114,-7.972812627138337e-05,6.915135369323089e-06,-0.07188895408532892,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal_power_unbounded__k32__nonnegative,0.2747187813037501,,Validation-only case selection; test THz gain over its prior control is 1.15549456e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The power optimizer found no accepted risk reduction and retained equal power. The weakly bounded optimizer may concentrate nearly all power on one tone and exploit training target correlations rather than spectrally resolve every target.,context_prior,pilot_power_residual,declared_reference_likelihood+correlation_concentrated_power_sensitivity,bayesian_a_optimal_power_unbounded,32.0,fallback_equal_power_unbounded,False,True,True,True,False,False,0.2738227508124576,-7.238136860276967e-05,1.1554945597624933e-05,-0.07362069333838245,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32,0.27742096032189245,,Validation-only case selection; test THz gain over its prior control is 6.91513537e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The power optimizer found no accepted risk reduction and retained equal power.,context_prior,pilot_power_residual,declared_reference_likelihood,bayesian_a_optimal_power_bounded_4x,32.0,fallback_equal_power_bounded_4x,False,False,True,True,False,False,0.27555449006551114,-7.972812627138337e-05,6.915135369323089e-06,-0.07188895408532892,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__bayesian_a_optimal_power_bounded_4x__k32__nonnegative,0.2747187813037501,,Validation-only case selection; test THz gain over its prior control is 1.15549456e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The power optimizer found no accepted risk reduction and retained equal power.,context_prior,pilot_power_residual,declared_reference_likelihood,bayesian_a_optimal_power_bounded_4x,32.0,fallback_equal_power_bounded_4x,False,True,True,True,False,False,0.2738227508124576,-7.238136860276967e-05,1.1554945597624933e-05,-0.07362069333838245,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__full_offset_background_projected,0.277392423222482,,Validation-only case selection; test THz gain over its prior control is 2.04896251e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. Offset and background columns are projected out although the simulator injects neither nuisance.,context_prior,pilot_power_residual,declared_reference_likelihood,full_offset_background_projected,256.0,equal,True,False,True,True,False,False,0.2755409155758037,-5.119102686090837e-05,2.0489625076780538e-05,-0.07190252857503637,,thz_increment_improved
thz_inversion,context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,0.27469295969007407,,Validation-only case selection; test THz gain over its prior control is 2.33422373e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. Offset and background columns are projected out although the simulator injects neither nuisance.,context_prior,pilot_power_residual,declared_reference_likelihood,full_offset_background_projected,256.0,equal,True,True,True,True,False,False,0.27381096352072276,-4.655975492673381e-05,2.3342237332468763e-05,-0.07363248063011729,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__uniform__k16,0.27735156454184207,,Validation-only case selection; test THz gain over its prior control is 7.41529449e-07. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,16.0,equal,False,False,True,True,False,False,0.2755606636714316,-1.0332346220998101e-05,7.415294488444246e-07,-0.07188278047940844,,no_resolved_thz_increment
thz_inversion,context_prior__coherent_csi_residual__uniform__k16__nonnegative,0.27465649379992463,,Validation-only case selection; test THz gain over its prior control is 1.46064308e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,16.0,equal,False,True,True,True,False,False,0.27383284511497474,-1.0093864777294126e-05,1.4606430804864345e-06,-0.07361059903586531,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k16,0.27745657870643137,,Validation-only case selection; test THz gain over its prior control is 1.04808268e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,16.0,equal,False,False,True,True,False,False,0.27555092437406326,-0.00011534651081029912,1.0480826817205191e-05,-0.0718925197767768,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k16__nonnegative,0.2747530868639498,,Validation-only case selection; test THz gain over its prior control is 1.15959947e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,16.0,equal,False,True,True,True,False,False,0.27382270976337214,-0.00010668692880244635,1.1595994683089028e-05,-0.07362073438746791,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k16,0.2774616251535668,,Validation-only case selection; test THz gain over its prior control is 3.60187122e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,16.0,equal,False,False,True,True,False,False,0.2755253864886507,-0.00012039295794574745,3.6018712229746175e-05,-0.07191805766218934,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k16__nonnegative,0.27475729580242053,,Validation-only case selection; test THz gain over its prior control is 3.81817043e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,16.0,equal,False,True,True,True,False,False,0.27379612405371617,-0.00011089586727319745,3.818170433905754e-05,-0.07364732009712388,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__bayesian_a_optimal__k16,0.2774229297612066,,Validation-only case selection; test THz gain over its prior control is 6.59720319e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,bayesian_a_optimal,16.0,equal,False,False,True,True,False,False,0.2755548079976916,-8.169756558551455e-05,6.597203188851708e-06,-0.07188863615314844,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__bayesian_a_optimal__k16__nonnegative,0.27472022776105814,,Validation-only case selection; test THz gain over its prior control is 1.62050892e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,bayesian_a_optimal,16.0,equal,False,True,True,True,False,False,0.2738181006688062,-7.38278259108105e-05,1.6205089249043958e-05,-0.07362534348203387,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__target_balanced__k16,0.2774665880153954,,Validation-only case selection; test THz gain over its prior control is 3.91927595e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,target_balanced,16.0,equal,False,False,True,True,False,False,0.27552221244138814,-0.00012535581977435317,3.919275949232359e-05,-0.07192123170945192,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__target_balanced__k16__nonnegative,0.2747613104490144,,Validation-only case selection; test THz gain over its prior control is 4.66716697e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,target_balanced,16.0,equal,False,True,True,True,False,False,0.2737876340883962,-0.00011491051386708362,4.6671669659048565e-05,-0.07365581006244387,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__uniform__k32,0.2773959065759382,,Validation-only case selection; test THz gain over its prior control is 1.57767552e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,32.0,equal,False,False,True,True,False,False,0.27554562844563485,-5.4674380317143445e-05,1.5776755245611174e-05,-0.0718978157052052,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__uniform__k32__nonnegative,0.2746994502004074,,Validation-only case selection; test THz gain over its prior control is 1.81343278e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,32.0,equal,False,True,True,True,False,False,0.27381617143026393,-5.30502652600906e-05,1.813432779129709e-05,-0.07362727272057612,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k32,0.27747790439343273,,Validation-only case selection; test THz gain over its prior control is 5.03679457e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,32.0,equal,False,False,True,True,False,False,0.2755110372551621,-0.0001366721978116603,5.0367945718388096e-05,-0.07193240689567798,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k32__nonnegative,0.27477190980276245,,Validation-only case selection; test THz gain over its prior control is 5.09736033e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,32.0,equal,False,True,True,True,False,False,0.2737833321548052,-0.0001255098676151145,5.097360325001521e-05,-0.07366011199603484,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k32,0.2774681693391145,,Validation-only case selection; test THz gain over its prior control is 4.80979934e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,32.0,equal,False,False,True,True,False,False,0.27551330720748934,-0.000126937143493433,4.809799339111631e-05,-0.07193013694335071,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k32__nonnegative,0.2747624877243981,,Validation-only case selection; test THz gain over its prior control is 5.41468191e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,32.0,equal,False,True,True,True,False,False,0.27378015893894847,-0.0001160877892507628,5.414681910675956e-05,-0.07366328521189158,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__bayesian_a_optimal__k32,0.2774495778503128,,Validation-only case selection; test THz gain over its prior control is 2.64073495e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,bayesian_a_optimal,32.0,equal,False,False,True,True,False,False,0.2755349978513382,-0.00010834565469175494,2.640734954223456e-05,-0.07190844629950183,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__bayesian_a_optimal__k32__nonnegative,0.27474235685742693,,Validation-only case selection; test THz gain over its prior control is 3.60069508e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,bayesian_a_optimal,32.0,equal,False,True,True,True,False,False,0.2737982988072242,-9.595692227959418e-05,3.600695083100236e-05,-0.07364514534361583,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__target_balanced__k32,0.27744372965737013,,Validation-only case selection; test THz gain over its prior control is 3.95061715e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,target_balanced,32.0,equal,False,False,True,True,False,False,0.27552189902940005,-0.0001024974617490626,3.9506171480407914e-05,-0.07192154512144,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__target_balanced__k32__nonnegative,0.2747369405616645,,Validation-only case selection; test THz gain over its prior control is 4.49557507e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,target_balanced,32.0,equal,False,True,True,True,False,False,0.27378935000739674,-9.054062651714379e-05,4.4955750658493e-05,-0.07365409414344332,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__uniform__k64,0.27740484328833154,,Validation-only case selection; test THz gain over its prior control is -9.67953275e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,64.0,equal,False,False,True,True,False,False,0.2755710847336289,-6.361109271046939e-05,-9.679532748441133e-06,-0.07187235941721115,,worse_than_prior_control
thz_inversion,context_prior__coherent_csi_residual__uniform__k64__nonnegative,0.2747016373585512,,Validation-only case selection; test THz gain over its prior control is -4.0324763e-06. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,64.0,equal,False,True,True,True,False,False,0.27383833823435116,-5.523742340385329e-05,-4.032476295934284e-06,-0.07360510591648889,,worse_than_prior_control
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k64,0.2774691792325282,,Validation-only case selection; test THz gain over its prior control is 2.5771769e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,64.0,equal,False,False,True,True,False,False,0.2755356334318346,-0.00012794703690710563,2.577176904583478e-05,-0.07190781071900543,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k64__nonnegative,0.27476311373466933,,Validation-only case selection; test THz gain over its prior control is 3.42701627e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,64.0,equal,False,True,True,True,False,False,0.2738000355953682,-0.00011671379952199468,3.427016268703342e-05,-0.07364340855547186,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k64,0.27747492645946337,,Validation-only case selection; test THz gain over its prior control is 1.95489869e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,64.0,equal,False,False,True,True,False,False,0.2755418562140085,-0.00013369426384229888,1.954898687195339e-05,-0.07190158793683155,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k64__nonnegative,0.2747672399724994,,Validation-only case selection; test THz gain over its prior control is 2.73643571e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,64.0,equal,False,True,True,True,False,False,0.2738069414009605,-0.00012084003735207682,2.736435709471685e-05,-0.07363650274987954,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__bayesian_a_optimal__k64,0.27744804100853854,,Validation-only case selection; test THz gain over its prior control is 4.29060613e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,bayesian_a_optimal,64.0,equal,False,False,True,True,False,False,0.27551849913959475,-0.00010680881291746935,4.290606128570795e-05,-0.0719249450112453,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__bayesian_a_optimal__k64__nonnegative,0.2747396274792425,,Validation-only case selection; test THz gain over its prior control is 5.12219467e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,bayesian_a_optimal,64.0,equal,False,True,True,True,False,False,0.27378308381138877,-9.322754409518685e-05,5.122194666645763e-05,-0.07366036033945128,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__target_balanced__k64,0.2774665671569539,,Validation-only case selection; test THz gain over its prior control is 2.79298509e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,target_balanced,64.0,equal,False,False,True,True,False,False,0.2755334753500132,-0.00012533496133282362,2.792985086724764e-05,-0.07190996880082684,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__target_balanced__k64__nonnegative,0.2747601744776084,,Validation-only case selection; test THz gain over its prior control is 3.88109379e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,target_balanced,64.0,equal,False,True,True,True,False,False,0.2737954948201401,-0.00011377454246108698,3.881093791513468e-05,-0.07364794933069996,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__uniform__k128,0.27744883220043864,,Validation-only case selection; test THz gain over its prior control is 1.41668029e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,128.0,equal,False,False,True,True,False,False,0.2755472383980267,-0.00010760000481757626,1.4166802853765592e-05,-0.07189620575281336,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__uniform__k128__nonnegative,0.27474359299909323,,Validation-only case selection; test THz gain over its prior control is 1.89853386e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,uniform,128.0,equal,False,True,True,True,False,False,0.27381532041944856,-9.719306394589955e-05,1.8985338606669622e-05,-0.07362812373139149,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k128,0.2774826230810195,,Validation-only case selection; test THz gain over its prior control is 1.42734191e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,128.0,equal,False,False,True,True,False,False,0.27554713178177853,-0.00014139088539844025,1.427341910192892e-05,-0.07189631236906152,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__physics_d_optimal__k128__nonnegative,0.27477628544007454,,Validation-only case selection; test THz gain over its prior control is 2.72177813e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,physics_d_optimal,128.0,equal,False,True,True,True,False,False,0.2738070879767117,-0.0001298855049272074,2.7217781343513714e-05,-0.07363635617412834,,thz_increment_improved
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k128,0.2774943114942118,,Validation-only case selection; test THz gain over its prior control is -1.93058676e-08. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,128.0,equal,False,False,True,True,False,False,0.2755614245067481,-0.00015307929859070812,-1.930586762677322e-08,-0.07188201964409197,,no_resolved_thz_increment
thz_inversion,context_prior__coherent_csi_residual__prior_d_optimal__k128__nonnegative,0.2747878171316253,,Validation-only case selection; test THz gain over its prior control is 1.25318598e-05. Absolute improvement versus the spectral baseline is dominated by the same-time context prior. The coherent CSI delta-method likelihood is not receiver-validated.,context_prior,coherent_csi_residual,unvalidated_likelihood_sensitivity,prior_d_optimal,128.0,equal,False,True,True,True,False,False,0.2738217738982118,-0.00014141719647797757,1.2531859843456505e-05,-0.07362167025262828,,thz_increment_improved
