scenario,method,tone_count,target,detection_floor_1sigma_ug_m3,detection_floor_3sigma_ug_m3,detection_floor_1sigma_ppm,floor_to_guideline_ratio,floor_3sigma_to_guideline_ratio,who_2021_guideline_ug_m3,who_averaging_period,identifiable,target_rank,target_condition_number,median_snr_db,q05_snr_db,q95_snr_db,frequency_min_ghz,frequency_max_ghz,selected_index_count,power_optimization_success,uniform_floor_ratio,gain_over_uniform,equal_d_optimal_floor_ratio,gain_over_equal_d_optimal
reference_zero_residual,uniform_equal,128,NO2,69753.55655618034,209260.669668541,35.88638761088607,2790.1422622472137,8370.42678674164,25.0,24 h,True,4,854.8510761080654,17.969175614960093,-68.72950513102906,23.639524314085534,60.0,400.0,128,,2790.1422622472137,1.0,1669.1143969806778,0.598218384619698
reference_zero_residual,d_optimal_equal,128,CO,42104.11818829584,126312.35456488753,35.58767717745639,10.52602954707396,31.578088641221882,4000.0,24 h,True,4,909.7271863470634,15.462843660059058,4.48932162877195,23.661471510510527,71.96480938416423,400.0,128,,23.403466674234984,2.2233897947532086,10.52602954707396,1.0
reference_zero_residual,d_optimal_equal,128,O3,18913.393774195687,56740.18132258706,9.326538617905479,189.13393774195686,567.4018132258706,100.0,8 h,True,4,909.7271863470634,15.462843660059058,4.48932162877195,23.661471510510527,71.96480938416423,400.0,128,,313.09451870910715,1.6554116222984516,189.13393774195686,1.0
reference_zero_residual,d_optimal_equal,128,SO2,2410.891425150791,7232.674275452373,0.891888386486831,60.27228562876977,180.81685688630932,40.0,24 h,True,4,909.7271863470634,15.462843660059058,4.48932162877195,23.661471510510527,71.96480938416423,400.0,128,,116.06247667574591,1.9256358949219243,60.27228562876977,1.0
reference_zero_residual,d_optimal_equal,128,NO2,41727.859924516946,125183.57977355084,21.467896826420606,1669.1143969806778,5007.343190942033,25.0,24 h,True,4,909.7271863470634,15.462843660059058,4.48932162877195,23.661471510510527,71.96480938416423,400.0,128,,2790.1422622472137,1.6716303371982197,1669.1143969806778,1.0
reference_zero_residual,uniform_equal,256,CO,65854.73012906079,197564.19038718235,55.662414445079335,16.463682532265196,49.39104759679559,4000.0,24 h,True,4,767.1470409507032,14.979709985027057,-71.97223355351603,20.639551220622486,60.0,400.0,256,,16.463682532265196,1.0,9.110733577138504,0.5533837013246259
reference_zero_residual,uniform_equal,256,O3,22311.13979362445,66933.41938087335,11.00202900542503,223.11139793624451,669.3341938087335,100.0,8 h,True,4,767.1470409507032,14.979709985027057,-71.97223355351603,20.639551220622486,60.0,400.0,256,,223.11139793624451,1.0,147.38593340649575,0.6605934737973908
reference_zero_residual,uniform_equal,256,SO2,3422.022021367919,10266.066064103758,1.2659473866473867,85.55055053419798,256.6516516025939,40.0,24 h,True,4,767.1470409507032,14.979709985027057,-71.97223355351603,20.639551220622486,60.0,400.0,256,,85.55055053419798,1.0,50.95530066627971,0.5956162800601831
reference_zero_residual,uniform_equal,256,NO2,51670.769943048035,155012.3098291441,26.583264995752387,2066.8307977219215,6200.492393165764,25.0,24 h,True,4,767.1470409507032,14.979709985027057,-71.97223355351603,20.639551220622486,60.0,400.0,256,,2066.8307977219215,1.0,1335.8844710912524,0.6463443802771256
reference_zero_residual,d_optimal_equal,256,CO,36442.93430855402,109328.80292566205,30.80267293028333,9.110733577138504,27.33220073141551,4000.0,24 h,True,4,771.8364125265549,14.494525726832954,2.765132030387363,20.666350312297705,71.63245356793743,400.0,256,,16.463682532265196,1.8070644249303254,9.110733577138504,1.0
reference_zero_residual,d_optimal_equal,256,O3,14738.593340649575,44215.780021948725,7.2678685595133725,147.38593340649575,442.1578002194872,100.0,8 h,True,4,771.8364125265549,14.494525726832954,2.765132030387363,20.666350312297705,71.63245356793743,400.0,256,,223.11139793624451,1.513790310781526,147.38593340649575,1.0
