scenario,method,tone_count,target,detection_floor_1sigma_ug_m3,detection_floor_3sigma_ug_m3,detection_floor_1sigma_ppm,floor_to_guideline_ratio,floor_3sigma_to_guideline_ratio,who_2021_guideline_ug_m3,who_averaging_period,identifiable,target_rank,target_condition_number,median_snr_db,q05_snr_db,q95_snr_db,frequency_min_ghz,frequency_max_ghz,selected_index_count,power_optimization_success,uniform_floor_ratio,gain_over_uniform,equal_d_optimal_floor_ratio,gain_over_equal_d_optimal
reference_zero_residual,d_optimal_equal,256,SO2,2038.2120266511884,6114.636079953565,0.7540188731868268,50.95530066627971,152.86590199883912,40.0,24 h,True,4,771.8364125265549,14.494525726832954,2.765132030387363,20.666350312297705,71.63245356793743,400.0,256,,85.55055053419798,1.6789332888935753,50.95530066627971,1.0
reference_zero_residual,d_optimal_equal,256,NO2,33397.11177728131,100191.33533184393,17.181943939422183,1335.8844710912524,4007.6534132737575,25.0,24 h,True,4,771.8364125265549,14.494525726832954,2.765132030387363,20.666350312297705,71.63245356793743,400.0,256,,2066.8307977219215,1.5471628291581054,1335.8844710912524,1.0
optimistic_combined,uniform_equal,16,CO,213440.4836561934,640321.4509685802,180.40636773312767,53.360120914048345,160.08036274214504,4000.0,24 h,True,4,460762.1614406378,26.809908978988517,-412.7665713385487,35.02149132371363,60.0,400.0,16,,53.360120914048345,1.0,0.8017145192288659,0.01502460087225543
optimistic_combined,uniform_equal,16,O3,4022.0797068888937,12066.239120666682,1.9833606891732187,40.220797068888935,120.66239120666681,100.0,8 h,True,4,460762.1614406378,26.809908978988517,-412.7665713385487,35.02149132371363,60.0,400.0,16,,40.220797068888935,1.0,22.100980066686148,0.5494913496824112
optimistic_combined,uniform_equal,16,SO2,931.9018232113381,2795.705469634014,0.3447490022974018,23.29754558028345,69.89263674085035,40.0,24 h,True,4,460762.1614406378,26.809908978988517,-412.7665713385487,35.02149132371363,60.0,400.0,16,,23.29754558028345,1.0,6.6289946270949,0.28453618018479043
optimistic_combined,uniform_equal,16,NO2,9382.234371367465,28146.703114102398,4.8269151557296315,375.2893748546986,1125.868124564096,25.0,24 h,True,4,460762.1614406378,26.809908978988517,-412.7665713385487,35.02149132371363,60.0,400.0,16,,375.2893748546986,1.0,195.69673904278613,0.521455581092735
optimistic_combined,d_optimal_equal,16,CO,3206.8580769154637,9620.574230746392,2.710533670003583,0.8017145192288659,2.405143557686598,4000.0,24 h,True,4,1289.5608378481409,23.28045847935976,5.8459886259040985,35.15161876941126,70.96774193548387,400.0,16,,53.360120914048345,66.5575084824123,0.8017145192288659,1.0
optimistic_combined,d_optimal_equal,16,O3,2210.0980066686147,6630.294020005844,1.089839542000829,22.100980066686148,66.30294020005844,100.0,8 h,True,4,1289.5608378481409,23.28045847935976,5.8459886259040985,35.15161876941126,70.96774193548387,400.0,16,,40.220797068888935,1.8198648633467456,22.100980066686148,1.0
optimistic_combined,d_optimal_equal,16,SO2,265.159785083796,795.479355251388,0.09809356423622027,6.6289946270949,19.8869838812847,40.0,24 h,True,4,1289.5608378481409,23.28045847935976,5.8459886259040985,35.15161876941126,70.96774193548387,400.0,16,,23.29754558028345,3.5144915467360094,6.6289946270949,1.0
optimistic_combined,d_optimal_equal,16,NO2,4892.4184760696535,14677.25542820896,2.5170218474163244,195.69673904278613,587.0902171283584,25.0,24 h,True,4,1289.5608378481409,23.28045847935976,5.8459886259040985,35.15161876941126,70.96774193548387,400.0,16,,375.2893748546986,1.9177088830930764,195.69673904278613,1.0
optimistic_combined,uniform_equal,32,CO,4386.192475360962,13158.577426082886,3.7073428578472303,1.0965481188402404,3.2896443565207214,4000.0,24 h,True,4,1306.7420754514783,23.66082699715684,-172.23832528442247,32.18891464408999,60.0,400.0,32,,1.0965481188402404,1.0,0.5917120206289632,0.5396133653074751
optimistic_combined,uniform_equal,32,O3,2922.264461372404,8766.793384117213,1.4410217793861544,29.222644613724043,87.66793384117213,100.0,8 h,True,4,1306.7420754514783,23.66082699715684,-172.23832528442247,32.18891464408999,60.0,400.0,32,,29.222644613724043,1.0,15.144493524817593,0.5182451391721464
optimistic_combined,uniform_equal,32,SO2,343.7307621418666,1031.1922864255998,0.12716021618991968,8.593269053546665,25.779807160639997,40.0,24 h,True,4,1306.7420754514783,23.66082699715684,-172.23832528442247,32.18891464408999,60.0,400.0,32,,8.593269053546665,1.0,4.3275338034525905,0.5035957534305883
optimistic_combined,uniform_equal,32,NO2,8195.1537604877,24585.461281463096,4.216193107555813,327.80615041950796,983.4184512585239,25.0,24 h,True,4,1306.7420754514783,23.66082699715684,-172.23832528442247,32.18891464408999,60.0,400.0,32,,327.80615041950796,1.0,129.53391897511324,0.3951540226116654
optimistic_combined,d_optimal_equal,32,CO,2366.848082515853,7100.544247547559,2.000531755871576,0.5917120206289632,1.7751360618868899,4000.0,24 h,True,4,894.1623456822734,20.221410096136104,3.572658780182924,32.11046753238641,71.63245356793743,400.0,32,,1.0965481188402404,1.853178709593662,0.5917120206289632,1.0
optimistic_combined,d_optimal_equal,32,O3,1514.4493524817592,4543.348057445278,0.7468025326080717,15.144493524817593,45.43348057445278,100.0,8 h,True,4,894.1623456822734,20.221410096136104,3.572658780182924,32.11046753238641,71.63245356793743,400.0,32,,29.222644613724043,1.9295887687387032,15.144493524817593,1.0
optimistic_combined,d_optimal_equal,32,SO2,173.1013521381036,519.3040564143108,0.06403734487855907,4.3275338034525905,12.98260141035777,40.0,24 h,True,4,894.1623456822734,20.221410096136104,3.572658780182924,32.11046753238641,71.63245356793743,400.0,32,,8.593269053546665,1.9857196832733666,4.3275338034525905,1.0
optimistic_combined,d_optimal_equal,32,NO2,3238.3479743778307,9715.043923133493,1.6660456665582575,129.53391897511324,388.6017569253397,25.0,24 h,True,4,894.1623456822734,20.221410096136104,3.572658780182924,32.11046753238641,71.63245356793743,400.0,32,,327.80615041950796,2.530658788162565,129.53391897511324,1.0
optimistic_combined,d_optimal_power,32,CO,2356.777428483426,7070.332285450278,1.992019733767964,0.5891943571208564,1.7675830713625693,4000.0,24 h,True,4,1113.6082455380742,18.113778363874516,7.447166691513441,23.753411954261935,71.63245356793743,400.0,32,True,1.0965481188402404,1.8610974555129942,0.5917120206289632,1.0042730611345456
optimistic_combined,d_optimal_power,32,O3,1506.6655595829814,4519.996678748944,0.7429642026958971,15.066655595829813,45.19996678748944,100.0,8 h,True,4,1113.6082455380742,18.113778363874516,7.447166691513441,23.753411954261935,71.63245356793743,400.0,32,True,29.222644613724043,1.939557483600565,15.144493524817593,1.005166238020953
optimistic_combined,d_optimal_power,32,SO2,165.90723142590497,497.7216942777149,0.06137594227566375,4.1476807856476245,12.443042356942872,40.0,24 h,True,4,1113.6082455380742,18.113778363874516,7.447166691513441,23.753411954261935,71.63245356793743,400.0,32,True,8.593269053546665,2.0718250746977147,4.3275338034525905,1.0433623094687803
optimistic_combined,d_optimal_power,32,NO2,3223.400990731275,9670.202972193825,1.6583558328746968,128.936039629251,386.808118887753,25.0,24 h,True,4,1113.6082455380742,18.113778363874516,7.447166691513441,23.753411954261935,71.63245356793743,400.0,32,True,327.80615041950796,2.5423935104730826,129.53391897511324,1.0046370227252317
optimistic_combined,uniform_equal,64,CO,3816.4276421656928,11449.282926497079,3.2257603470785563,0.9541069105414232,2.8623207316242696,4000.0,24 h,True,4,579.4317462606788,21.11817141873032,-205.10367112077435,29.200265485291702,60.0,400.0,64,,0.9541069105414232,1.0,0.474744232703815,0.497579702503584
optimistic_combined,uniform_equal,64,O3,1690.5255324109119,5071.576597232735,0.8336289008108535,16.90525532410912,50.715765972327354,100.0,8 h,True,4,579.4317462606788,21.11817141873032,-205.10367112077435,29.200265485291702,60.0,400.0,64,,16.90525532410912,1.0,10.155322013319317,0.6007198246119649
optimistic_combined,uniform_equal,64,SO2,255.34073358830457,766.0222007649137,0.09446109124146596,6.3835183397076145,19.15055501912284,40.0,24 h,True,4,579.4317462606788,21.11817141873032,-205.10367112077435,29.200265485291702,60.0,400.0,64,,6.3835183397076145,1.0,3.392269340733391,0.5314106046554834
optimistic_combined,uniform_equal,64,NO2,4578.033317568633,13734.0999527059,2.3552788738090835,183.12133270274532,549.3639981082359,25.0,24 h,True,4,579.4317462606788,21.11817141873032,-205.10367112077435,29.200265485291702,60.0,400.0,64,,183.12133270274532,1.0,93.5865746919238,0.5110632022531189
optimistic_combined,d_optimal_equal,64,CO,1898.97693081526,5696.93079244578,1.6050728738472058,0.474744232703815,1.424232698111445,4000.0,24 h,True,4,577.8027025874608,17.453261701245673,3.315849996488746,29.11483149206523,72.62952101661779,400.0,64,,0.9541069105414232,2.0097282806522783,0.474744232703815,1.0
optimistic_combined,d_optimal_equal,64,O3,1015.5322013319317,3046.596603995795,0.5007774070865612,10.155322013319317,30.465966039957948,100.0,8 h,True,4,577.8027025874608,17.453261701245673,3.315849996488746,29.11483149206523,72.62952101661779,400.0,64,,16.90525532410912,1.6646695498120945,10.155322013319317,1.0
optimistic_combined,d_optimal_equal,64,SO2,135.69077362933564,407.0723208880069,0.05019762561304422,3.392269340733391,10.176808022200174,40.0,24 h,True,4,577.8027025874608,17.453261701245673,3.315849996488746,29.11483149206523,72.62952101661779,400.0,64,,6.3835183397076145,1.881784050298179,3.392269340733391,1.0
optimistic_combined,d_optimal_equal,64,NO2,2339.664367298095,7018.993101894284,1.2036963634479896,93.5865746919238,280.7597240757714,25.0,24 h,True,4,577.8027025874608,17.453261701245673,3.315849996488746,29.11483149206523,72.62952101661779,400.0,64,,183.12133270274532,1.956705150344049,93.5865746919238,1.0
optimistic_combined,uniform_equal,128,CO,3647.392048493733,10942.176145481199,3.082886338598083,0.9118480121234332,2.7355440363702996,4000.0,24 h,True,4,417.38346288772067,18.28170999967861,-230.28408583596797,26.203055803937044,60.0,400.0,128,,0.9118480121234332,1.0,0.39595571147887365,0.43423433095698266
optimistic_combined,uniform_equal,128,O3,1287.5560240805555,3862.668072241667,0.634917303825596,12.875560240805555,38.626680722416666,100.0,8 h,True,4,417.38346288772067,18.28170999967861,-230.28408583596797,26.203055803937044,60.0,400.0,128,,12.875560240805555,1.0,7.699051568847697,0.5979585683928273
optimistic_combined,uniform_equal,128,SO2,218.2600889993709,654.7802669981127,0.08074342816991259,5.4565022249842725,16.369506674952817,40.0,24 h,True,4,417.38346288772067,18.28170999967861,-230.28408583596797,26.203055803937044,60.0,400.0,128,,5.4565022249842725,1.0,2.828872556572011,0.5184406493264401
optimistic_combined,uniform_equal,128,NO2,3008.4901673373274,9025.470502011982,1.5477898131495482,120.3396066934931,361.01882008047926,25.0,24 h,True,4,417.38346288772067,18.28170999967861,-230.28408583596797,26.203055803937044,60.0,400.0,128,,120.3396066934931,1.0,70.03567881425239,0.5819836107046152
optimistic_combined,d_optimal_equal,128,CO,1583.8228459154946,4751.468537746484,1.3386950866575607,0.39595571147887365,1.187867134436621,4000.0,24 h,True,4,364.55615904259264,15.030248065784285,2.9606102575711173,26.126962215738494,73.95894428152492,400.0,128,,0.9118480121234332,2.3029040513589996,0.39595571147887365,1.0
optimistic_combined,d_optimal_equal,128,O3,769.9051568847697,2309.715470654309,0.37965424204338716,7.699051568847697,23.097154706543087,100.0,8 h,True,4,364.55615904259264,15.030248065784285,2.9606102575711173,26.126962215738494,73.95894428152492,400.0,128,,12.875560240805555,1.6723566696063341,7.699051568847697,1.0
optimistic_combined,d_optimal_equal,128,SO2,113.15490226288044,339.4647067886413,0.04186067532925225,2.828872556572011,8.486617669716033,40.0,24 h,True,4,364.55615904259264,15.030248065784285,2.9606102575711173,26.126962215738494,73.95894428152492,400.0,128,,5.4565022249842725,1.9288610977923963,2.828872556572011,1.0
optimistic_combined,d_optimal_equal,128,NO2,1750.8919703563097,5252.675911068929,0.9007883040685959,70.03567881425239,210.10703644275716,25.0,24 h,True,4,364.55615904259264,15.030248065784285,2.9606102575711173,26.126962215738494,73.95894428152492,400.0,128,,120.3396066934931,1.7182614451793357,70.03567881425239,1.0
optimistic_combined,uniform_equal,256,CO,2608.7972700481973,7826.3918101445925,2.2050345444287878,0.6521993175120493,1.956597952536148,4000.0,24 h,True,4,304.808981406251,15.234463075722928,-234.45184611960514,23.19705099503035,60.0,400.0,256,,0.6521993175120493,1.0,0.3529440394184889,0.5411597803641803
optimistic_combined,uniform_equal,256,O3,918.0607357571345,2754.1822072714035,0.45271245382219905,9.180607357571345,27.541822072714034,100.0,8 h,True,4,304.808981406251,15.234463075722928,-234.45184611960514,23.19705099503035,60.0,400.0,256,,9.180607357571345,1.0,5.925348208304019,0.6454200661808416
optimistic_combined,uniform_equal,256,SO2,174.0154678257131,522.0464034771393,0.06437551405415078,4.350386695642827,13.051160086928482,40.0,24 h,True,4,304.808981406251,15.234463075722928,-234.45184611960514,23.19705099503035,60.0,400.0,256,,4.350386695642827,1.0,2.5944040313030996,0.5963617059378998
optimistic_combined,uniform_equal,256,NO2,2209.2642147097417,6627.792644129226,1.1366088821589841,88.37056858838967,265.111705765169,25.0,24 h,True,4,304.808981406251,15.234463075722928,-234.45184611960514,23.19705099503035,60.0,400.0,256,,88.37056858838967,1.0,55.67592750135534,0.6300279424553817
optimistic_combined,d_optimal_equal,256,CO,1411.7761576739556,4235.328473021867,1.1932760097585133,0.3529440394184889,1.0588321182554667,4000.0,24 h,True,4,275.70835181525877,12.907975574060579,2.7684273531888905,23.125771633324202,73.29423264907136,358.78787878787875,256,,0.6521993175120493,1.8478830768373757,0.3529440394184889,1.0
optimistic_combined,d_optimal_equal,256,O3,592.5348208304019,1777.6044624912058,0.2921897019068149,5.925348208304019,17.776044624912057,100.0,8 h,True,4,275.70835181525877,12.907975574060579,2.7684273531888905,23.125771633324202,73.29423264907136,358.78787878787875,256,,9.180607357571345,1.5493785402696294,5.925348208304019,1.0
optimistic_combined,d_optimal_equal,256,SO2,103.77616125212398,311.32848375637195,0.0383910913819626,2.5944040313030996,7.783212093909299,40.0,24 h,True,4,275.70835181525877,12.907975574060579,2.7684273531888905,23.125771633324202,73.29423264907136,358.78787878787875,256,,4.350386695642827,1.6768346961971627,2.5944040313030996,1.0
optimistic_combined,d_optimal_equal,256,NO2,1391.8981875338834,4175.69456260165,0.7160953554031364,55.67592750135534,167.027782504066,25.0,24 h,True,4,275.70835181525877,12.907975574060579,2.7684273531888905,23.125771633324202,73.29423264907136,358.78787878787875,256,,88.37056858838967,1.5872311886719523,55.67592750135534,1.0
