policy,pilots_per_frame,total_power_w,reference_bps,candidate_bps,relative_loss,within_power_budget,accepted
reuse_existing_pilots,30,0.19952623149688797,816936081.4662765,816936081.4662765,0.0,True,True
equal_power,30,0.19952623149688797,816936081.4662765,752617050.4450855,0.07873202381482292,True,False
voc_weighted_redistribution,30,0.199526231496888,816936081.4662765,568581001.5616376,0.30400797019379916,True,False
270_extra_pilots,300,0.19952623149688797,816936081.4662765,794812436.3312819,0.027081243731193798,True,False
