frequency_ghz,hitran_background_db,selected_background_db
60.0,161.54540427585889,161.54540427585889
61.333333333333336,150.52216245364386,150.52216245364386
62.666666666666664,131.03755977558654,131.03755977558654
64.0,66.54547935499704,66.54547935499704
65.33333333333333,31.648149205429608,31.648149205429608
66.66666666666667,16.282541913652082,16.282541913652082
68.0,10.36756452171247,10.36756452171247
69.33333333333333,7.791975524692284,7.791975524692284
70.66666666666667,6.430451585352955,6.430451585352955
72.0,5.599116696838174,5.599116696838174
73.33333333333333,5.046679598029852,5.046679598029852
74.66666666666667,4.6595906821096165,4.6595906821096165
76.0,4.378234303704219,4.378234303704219
77.33333333333333,4.168184330504774,4.168184330504774
78.66666666666666,4.008217896124549,4.008217896124549
80.0,3.884596340153121,3.884596340153121
81.33333333333333,3.788076755578625,3.788076755578625
82.66666666666666,3.71224347567017,3.71224347567017
84.0,3.6525271463215354,3.6525271463215354
85.33333333333333,3.60560345864523,3.60560345864523
86.66666666666666,3.5690117697859955,3.5690117697859955
88.0,3.5409064278476388,3.5409064278476388
89.33333333333333,3.519891372356622,3.519891372356622
90.66666666666666,3.5049095285203133,3.5049095285203133
92.0,3.4951716234270718,3.4951716234270718
93.33333333333333,3.4901194087572196,3.4901194087572196
94.66666666666666,3.4894119713115184,3.4894119713115184
96.0,3.49268504293982,3.49268504293982
97.33333333333333,3.4990236889500657,3.4990236889500657
98.66666666666666,3.5089351315061084,3.5089351315061084
100.0,3.522983351740459,3.522983351740459
101.33333333333333,3.5414740716199824,3.5414740716199824
102.66666666666666,3.5650351542993035,3.5650351542993035
104.0,3.594765383156753,3.594765383156753
105.33333333333333,3.632456893751571,3.632456893751571
106.66666666666666,3.681028257528365,3.681028257528365
108.0,3.7453621204676866,3.7453621204676866
109.33333333333333,3.834005520025571,3.834005520025571
110.66666666666666,3.962890363986505,3.962890363986505
112.0,4.164312089241861,4.164312089241861
113.33333333333333,4.511539276147693,4.511539276147693
114.66666666666666,5.198732830700534,5.198732830700534
116.0,6.868252815856197,6.868252815856197
117.33333333333333,12.431831609311907,12.431831609311907
118.66666666666666,33.58515585641732,33.58515585641732
120.0,13.935335851510795,13.935335851510795
121.33333333333333,7.316304805891305,7.316304805891305
122.66666666666666,5.450722885147513,5.450722885147513
124.0,4.730906482031598,4.730906482031598
125.33333333333333,4.394931926623631,4.394931926623631
126.66666666666666,4.2199644077086775,4.2199644077086775
128.0,4.123825325107419,4.123825325107419
129.33333333333331,4.070886924075627,4.070886924075627
130.66666666666666,4.043774455590916,4.043774455590916
132.0,4.033259440167875,4.033259440167875
133.33333333333331,4.034097152562679,4.034097152562679
134.66666666666666,4.043152995896668,4.043152995896668
136.0,4.058489071587406,4.058489071587406
137.33333333333331,4.078884119458183,4.078884119458183
138.66666666666666,4.103580399429071,4.103580399429071
140.0,4.1321245877577715,4.1321245877577715
141.33333333333331,4.1640453815047325,4.1640453815047325
142.66666666666666,4.19942705449644,4.19942705449644
144.0,4.238264687820929,4.238264687820929
145.33333333333331,4.280657509037777,4.280657509037777
146.66666666666666,4.326819941163589,4.326819941163589
148.0,4.37707105202036,4.37707105202036
149.33333333333331,4.431841198819147,4.431841198819147
150.66666666666666,4.491687368772699,4.491687368772699
152.0,4.557315357713081,4.557315357713081
153.33333333333331,4.62961319912451,4.62961319912451
154.66666666666666,4.709697118782157,4.709697118782157
156.0,4.798974483246936,4.798974483246936
157.33333333333331,4.899230513013325,4.899230513013325
158.66666666666666,5.012748751031406,5.012748751031406
160.0,5.142480470587793,5.142480470587793
161.33333333333331,5.29228650009206,5.29228650009206
162.66666666666666,5.467288490549131,5.467288490549131
164.0,5.674389360269922,5.674389360269922
165.33333333333331,5.923061781809735,5.923061781809735
166.66666666666666,6.226573072691882,6.226573072691882
168.0,6.60394246219414,6.60394246219414
169.33333333333331,7.083169835485026,7.083169835485026
170.66666666666666,7.70675760640272,7.70675760640272
172.0,8.541549321866855,8.541549321866855
173.33333333333331,9.697093906210993,9.697093906210993
174.66666666666666,11.361764232923427,11.361764232923427
176.0,13.877975653715149,13.877975653715149
177.33333333333331,17.90803857272213,17.90803857272213
178.66666666666666,24.814086634614252,24.814086634614252
180.0,37.47979432764771,37.47979432764771
181.33333333333331,61.143209768921956,61.143209768921956
182.66666666666666,95.17089279786093,95.17089279786093
