target,recall_pct,precision_pct
H2CO,72.66,50.882352941176464
H2CO,72.38,50.828651685393254
H2CO,72.11999999999999,50.7887323943662
H2CO,71.92,50.7909604519774
H2CO,71.76,50.82152974504249
H2CO,71.54,50.809659090909086
H2CO,71.39999999999999,50.85470085470085
H2CO,71.2,50.857142857142854
H2CO,70.98,50.845272206303726
H2CO,70.89999999999999,50.93390804597702
H2CO,70.74000000000001,50.96541786743516
H2CO,70.56,50.982658959537574
H2CO,70.36,50.98550724637681
H2CO,70.12,50.95930232558139
H2CO,70.02000000000001,51.03498542274052
H2CO,69.84,51.05263157894737
H2CO,69.67999999999999,51.085043988269796
H2CO,69.48,51.088235294117645
H2CO,69.26,51.076696165191734
H2CO,69.06,51.07988165680474
H2CO,68.92,51.127596439169146
H2CO,68.8,51.19047619047619
H2CO,68.66,51.23880597014925
H2CO,68.52000000000001,51.287425149700596
H2CO,68.28,51.26126126126126
H2CO,68.12,51.295180722891565
H2CO,67.96,51.329305135951664
H2CO,67.82000000000001,51.37878787878788
H2CO,67.66,51.41337386018237
H2CO,67.4,51.37195121951219
H2CO,67.12,51.31498470948013
H2CO,67.0,51.380368098159515
H2CO,66.72,51.323076923076925
H2CO,66.56,51.358024691358025
H2CO,66.34,51.346749226006196
H2CO,66.16,51.3664596273292
H2CO,65.94,51.35514018691589
H2CO,65.74,51.35937499999999
H2CO,65.58,51.394984326018815
H2CO,65.4,51.41509433962265
H2CO,65.18,51.40378548895899
H2CO,64.98,51.40822784810126
H2CO,64.78,51.41269841269841
H2CO,64.60000000000001,51.433121019108285
H2CO,64.32,51.373801916932905
H2CO,64.1,51.36217948717948
H2CO,63.92,51.38263665594855
H2CO,63.739999999999995,51.403225806451616
H2CO,63.54,51.40776699029126
H2CO,63.239999999999995,51.331168831168824
H2CO,63.1,51.384364820846905
H2CO,62.86000000000001,51.35620915032679
H2CO,62.68,51.37704918032787
H2CO,62.44,51.348684210526315
H2CO,62.22,51.336633663366335
H2CO,62.0,51.324503311258276
H2CO,61.8,51.328903654485046
H2CO,61.62,51.349999999999994
H2CO,61.36000000000001,51.30434782608696
H2CO,61.199999999999996,51.34228187919463
H2CO,61.06,51.397306397306394
H2CO,60.88,51.41891891891892
H2CO,60.64000000000001,51.389830508474574
H2CO,60.38,51.343537414965986
H2CO,60.18,51.348122866894194
H2CO,59.98,51.352739726027394
H2CO,59.81999999999999,51.39175257731958
H2CO,59.58,51.36206896551724
H2CO,59.38,51.36678200692042
H2CO,59.21999999999999,51.40625
H2CO,59.019999999999996,51.41114982578397
H2CO,58.84,51.43356643356643
H2CO,58.620000000000005,51.421052631578945
H2CO,58.42,51.42605633802817
H2CO,58.24,51.44876325088339
H2CO,58.02,51.43617021276595
H2CO,57.78,51.405693950177934
H2CO,57.620000000000005,51.44642857142857
H2CO,57.52,51.541218637992834
H2CO,57.26,51.492805755395686
H2CO,57.06,51.498194945848375
