frequency_ghz,itu_refracted_db,hitran_refracted_db
116.0,4.773050618540488,21.788704174391373
117.33333333333333,10.905292298212924,28.012651420779108
118.66666666666666,55.707636087109194,70.98931439487993
120.0,12.542312948670393,29.801791756545725
121.33333333333333,5.204531964217273,22.3686720066617
122.66666666666666,3.2508689281200747,20.375312431500724
124.0,2.513633011932786,19.628005750439666
125.33333333333333,2.1767521902259515,19.2932494401953
126.66666666666666,2.0064111477272157,19.130769027760223
128.0,1.91717925982591,19.052461330116707
129.33333333333331,1.8722166735926045,19.02023911510377
130.66666666666666,1.8536331990624504,19.015559489762744
132.0,1.8519385683332534,19.02858104100787
133.33333333333331,1.8617494737682942,19.053713624893735
134.66666666666666,1.8798533830872681,19.087616482253967
136.0,1.904261464559483,19.128223079510597
137.33333333333331,1.9337141725926625,19.174229292491205
138.66666666666666,1.9674092917401573,19.224822522094072
140.0,2.0048461154899155,19.279509863716758
141.33333333333331,2.0457335726365304,19.33780484614388
142.66666666666666,2.089935372824245,19.39976769528019
144.0,2.1374377204670516,19.465386689518404
145.33333333333331,2.188331641733171,19.53475725168334
146.66666666666666,2.2428055346906075,19.6080937130726
148.0,2.3011456364414964,19.68571878518267
149.33333333333331,2.3637434304205533,19.76807004535497
150.66666666666666,2.4311099837984393,19.855715354320164
152.0,2.5038980447871544,19.949375454463485
153.33333333333331,2.5829336132189384,20.049957984836084
154.66666666666666,2.669259785029579,20.15860435401574
156.0,2.7641971549100375,20.276753994780787
157.33333333333331,2.8694272161241696,20.406232887563515
158.66666666666666,2.9871084517769826,20.549376528483823
160.0,3.1200398740629365,20.709202799516202
161.33333333333331,3.2718948396672323,20.889658625265284
162.66666666666666,3.4475611573771476,21.09597805208057
164.0,3.6536456057349698,21.335212405418048
165.33333333333331,3.8992390465313633,21.61703278994817
166.66666666666666,4.197105878224946,21.954975418643574
168.0,4.565585482365716,22.368428922650057
169.33333333333331,5.031729007169121,22.885907281488343
170.66666666666666,5.636661575100051,23.550635634927712
172.0,6.445126233872543,24.430476078976085
173.33333333333331,7.563265066513435,25.63638876787425
174.66666666666666,9.173489967233802,27.358564998284947
176.0,11.606800254647203,29.941160999298578
177.33333333333331,15.501355778480356,34.045416981711526
178.66666666666666,22.163612600505918,41.017412219785
180.0,34.35045128312549,53.661544870503455
181.33333333333331,57.168808316392784,76.95351740053992
182.66666666666666,91.54668379840629,110.4227231060957
184.0,91.78454627664031,107.0513914882133
185.33333333333331,58.674914887146706,73.48897189575311
186.66666666666666,36.365201638973964,51.860209125462085
188.0,24.23797592404534,40.28573331405133
189.33333333333331,17.511260521640956,33.92024460945767
190.66666666666666,13.540779776419479,30.190075399527018
192.0,11.04989047427965,27.8678374659574
193.33333333333331,9.405084246269684,26.347768205884044
194.66666666666666,8.273210099113609,25.31236378253982
196.0,7.468381533699273,24.58493539206298
197.33333333333331,6.881197746221147,24.061750665607548
198.66666666666666,6.444215660762563,23.67901847912684
200.0,6.114162248197593,23.395913366823226
201.33333333333331,5.862298223363001,23.1853939329894
202.66666666666666,5.668957578940018,23.02900949231181
204.0,5.520327742745505,22.913845226883307
205.33333333333331,5.406482972350158,22.8306669685974
206.66666666666666,5.3201451824425625,22.772773820038257
208.0,5.255881200120636,22.735243491114748
209.33333333333331,5.209569716236998,22.71383251593879
210.66666666666666,5.178039380516528,22.705017274603378
212.0,5.1588181286130865,22.70746697463216
213.33333333333331,5.14995638254416,22.719445939489557
214.66666666666666,5.149900286011355,22.739426742468712
216.0,5.157399440575565,22.7662250956494
217.33333333333331,5.171438824093871,22.798903363398345
218.66666666666666,5.191187915604996,22.836705263725392
220.0,5.2159622338097975,22.879013777601127
221.33333333333331,5.245193946628434,22.925321773321127
222.66666666666666,5.278409188375093,22.97521066468766
224.0,5.315210391842195,23.02833500151202
225.33333333333331,5.355262408462921,23.084412456033057
226.66666666666666,5.398281517462587,23.143220776228326
228.0,5.444026658241217,23.20460851411084
229.33333333333331,5.492292388213911,23.26854162655519
230.66666666666666,5.542903190547513,23.335227076432613
232.0,5.595708846024766,23.40484746429089
233.33333333333331,5.65058064985658,23.474224864823896
234.66666666666666,5.707408304081153,23.543493315562017
236.0,5.7660973537723486,23.615457877451668
237.33333333333331,5.826567063859623,23.68968491507683
238.66666666666666,5.888748655261967,23.765780321070867
240.0,5.952583835943801,23.84356631761785
241.33333333333331,6.018023575645629,23.922954433063246
242.66666666666666,6.085027083336033,24.00389520912768
244.0,6.1535609545513275,24.08636219532518
245.33333333333331,6.223598462242357,24.17035410617674
246.66666666666666,6.295118969917528,24.25590518404666
248.0,6.368107450049665,24.342809559758276
249.33333333333331,6.442554094125844,24.431078395263157
250.66666666666666,6.518454003538497,24.52090873314557
252.0,6.595806952879564,24.612264299818413
253.33333333333331,6.674617219216753,24.70514340663625
254.66666666666666,6.754893472690423,24.799562199521155
256.0,6.836648725345768,24.89554893881914
257.3333333333333,6.91990033657088,24.993149381467493
258.66666666666663,7.0046700749046575,25.092458155519395
260.0,7.090984237362591,25.193661047810973
261.3333333333333,7.178873828856709,25.29607295892033
262.66666666666663,7.2683748058144735,25.400215092087517
264.0,7.35952838979094,25.50618301251544
265.3333333333333,7.452381458790771,25.613989479732435
266.66666666666663,7.546987026255096,25.723814021296768
268.0,7.6434048203261655,25.83567791123731
269.3333333333333,7.7417019792094015,25.949643484599
270.66666666666663,7.841953882371179,26.06579755052575
272.0,7.944245142152043,26.18424058452474
273.3333333333333,8.0486707864137,26.305085595903392
274.66666666666663,8.155337670432637,26.42845944429566
276.0,8.264366165880375,26.55450440419898
277.3333333333333,8.375892187025016,26.683380271391762
278.66666666666663,8.490069630105594,26.815267016527624
280.0,8.6070733223285,26.950368047275486
281.3333333333333,8.727102603699423,27.088914204903407
282.66666666666663,8.85038570012061,27.231168684170953
284.0,8.977185092894064,27.377433151153554
285.3333333333333,9.107804152252736,27.52805548044175
286.66666666666663,9.242595386858959,27.683439839258074
288.0,9.381970776062776,27.844060628331132
289.3333333333333,9.526414809718522,28.0104842070395
290.66666666666663,9.676501080030828,28.183410550520954
292.0,9.832913578757113,28.363759997478432
293.3333333333333,9.996474292585015,28.552464874386114
294.66666666666663,10.168179322984477,28.749288511881407
296.0,10.349246682652138,28.956645367094065
297.3333333333333,10.54118029406541,29.1765636125268
298.66666666666663,10.745856786166888,29.4104636952051
300.0,10.965644861795438,29.661320121470432
301.3333333333333,11.20357197594887,29.932475023029376
302.66666666666663,11.463560996810633,30.228138707465522
304.0,11.750772480605852,30.55390306160133
305.3333333333333,12.072109907382728,30.91725701177568
306.66666666666663,12.43698265350152,31.32839473556775
308.0,12.858488047509734,31.80148063879844
309.3333333333333,13.355296523385883,32.35667108835533
310.66666666666663,13.954759164700919,33.023451690497936
312.0,14.698229318003657,33.846367823849384
313.3333333333333,15.650589268913395,34.89534325332011
314.66666666666663,16.918215322702178,36.28537405819733
316.0,18.684966569980666,38.21694927598047
317.3333333333333,21.289099061637607,41.066513313282115
318.66666666666663,25.393641085408834,45.59912222217427
320.0,32.292793879785286,53.24784218751245
321.3333333333333,43.753885634990176,64.73561698361988
322.66666666666663,63.18332919279796,83.80645662600237
324.0,98.09727067283124,116.73793314294579
325.3333333333333,123.24814261786557,136.47939962705348
326.66666666666663,88.28544604167276,103.5603964604164
328.0,57.29087994154849,74.76327571671769
