frequency_ghz,total_100km_db,above_20km_db
60.0,217.51731866826165,3.692792505413935
61.333333333333336,211.4786509537252,4.744508394097375
62.666666666666664,174.04899899828297,4.765400564718919
64.0,68.88572572312425,1.221024319560801
65.33333333333333,24.805673320909634,0.31777170245802605
66.66666666666667,8.964716492476517,0.03810589302567463
68.0,4.50919218288334,0.016909087863231167
69.33333333333333,3.0233805239070106,0.0103684114434955
70.66666666666667,2.3466878791162094,0.00772483062089401
72.0,1.9473347669108716,0.006050737728841647
73.33333333333333,1.6870641179543562,0.004907422343349772
74.66666666666667,1.5087674851709887,0.0040871474920627536
76.0,1.382832759869345,0.003476808421537546
77.33333333333333,1.292279764567823,0.0030097313423503736
78.66666666666666,1.2266924820901448,0.00264425901980969
80.0,1.1793520879853707,0.002353163885456572
81.33333333333333,1.1457509683128626,0.0021179969365382337
82.66666666666666,1.1227684334190404,0.001925886977553684
84.0,1.1081886477042864,0.0017676394332486552
85.33333333333333,1.1004064735788819,0.0016365624255402244
86.66666666666666,1.0982417126089001,0.001527718696011854
88.0,1.1008185810687476,0.0014374370170207357
89.33333333333333,1.1074859903996273,0.0013629877363819387
90.66666666666666,1.1177643560157395,0.0013023662324724524
92.0,1.1313104293930791,0.0012541506522238267
93.33333333333333,1.1478951075588304,0.001217414087866884
94.66666666666666,1.1673914053849999,0.0011916804616977257
96.0,1.189771398788402,0.0011769202757438528
97.33333333333333,1.2151123748438184,0.0011735887720907686
98.66666666666666,1.2436140233444941,0.00118271659165019
100.0,1.2756307301763112,0.0012060739313758146
101.33333333333333,1.3117266319157992,0.001246447257784384
102.66666666666666,1.3527674778670147,0.0013081001590782156
104.0,1.4000754406109084,0.0013975522595502303
105.33333333333333,1.4556972462142463,0.0015249365770833945
106.66666666666666,1.5228874182038694,0.0017064680639240419
108.0,1.6070248505399463,0.001969184277892496
109.33333333333333,1.7174652252648663,0.002360691333643318
110.66666666666666,1.8715922438985588,0.002970997548830853
112.0,2.1046063069474865,0.003987176565079226
113.33333333333333,2.496438548706526,0.00585232220453083
114.66666666666666,3.259771673215599,0.009838441864729383
116.0,5.107221711203642,0.020952818780744824
117.33333333333333,11.451704944327174,0.07699061591861399
118.66666666666666,68.9225377719041,11.889740373354565
120.0,13.155058762171969,0.09794429415278062
121.33333333333333,5.571367235254982,0.023276153703301508
122.66666666666666,3.5522218428713654,0.010354906223164036
124.0,2.7919057542137438,0.00594503240139611
125.33333333333333,2.4466452799502476,0.003930958002171939
126.66666666666666,2.274258902476041,0.0028456578039502455
128.0,2.1861666726642173,0.0021945738862720254
129.33333333333331,2.144148948952049,0.0017733590699596092
130.66666666666666,2.1296412646906875,0.001485160285921399
132.0,2.1327967040834777,0.0012792740311816614
133.33333333333331,2.1480326625617088,0.001127071309424625
134.66666666666666,2.1720216801431467,0.001011394613627441
136.0,2.202708503497694,0.0009214531543508286
137.33333333333331,2.2387969760989295,0.0008501840888084037
138.66666666666666,2.279467912562539,0.0007928067661191497
140.0,2.324217619705385,0.0007459912053387541
141.33333333333331,2.3727629056166966,0.0007073597482359437
142.66666666666666,2.4249846392760355,0.0006751776374610571
144.0,2.4808948830355377,0.000648154904180747
145.33333333333331,2.5406193733805083,0.0006253160619159089
146.66666666666666,2.6043908400426545,0.0006059123381595671
148.0,2.6725508345024265,0.0005893612987750478
149.33333333333331,2.7455591432111377,0.000575204531793151
150.66666666666666,2.8240108982690395,0.0005630774948867961
152.0,2.9086624180275273,0.0005526877200289744
153.33333333333331,3.0004677962022135,0.0005437988706768962
154.66666666666666,3.1006294873689795,0.0005362189776771134
156.0,3.2106678260697206,0.0005297917236314986
157.33333333333331,3.332516878416894,0.0005243900116037886
158.66666666666666,3.468657749052934,0.0005199113110906225
160.0,3.6223062595664026,0.0005162744672861975
161.33333333333331,3.797681150732347,0.0005134178223968981
162.66666666666666,4.000394046211065,0.0005112986608684438
164.0,4.238027683494645,0.0005098941912081378
165.33333333333331,4.521012409884821,0.0005092045739083335
166.66666666666666,4.863988060215269,0.0005092590049152346
168.0,5.287979629655197,0.000510126784170034
169.33333333333331,5.823983569758045,0.0005119371107688929
170.66666666666666,6.519092204161052,0.0005149151446789353
172.0,7.447379973647139,0.0005194503828857612
173.33333333333331,8.730149866760621,0.00052623396476123
174.66666666666666,10.575543569413426,0.0005365560190640255
176.0,13.360405903883699,0.0005530160682872448
177.33333333333331,17.808863724553117,0.0005814572007882099
178.66666666666666,25.3956070636676,0.0006372844325144182
180.0,39.20545636164017,0.0007726479069435858
181.33333333333331,64.8625547803184,0.0012662777052189385
182.66666666666666,103.17700806937103,0.007404639930996876
184.0,103.46269925998179,0.006643165609216269
185.33333333333331,66.58803921789578,0.0012706630304449888
186.66666666666666,41.51277489658565,0.000795478290661221
188.0,27.776639491624074,0.0006634138566762281
189.33333333333331,20.120913504021363,0.000609967553731328
190.66666666666666,15.58916799139868,0.000584088202682507
192.0,12.741278253488343,0.0005703918264682951
193.33333333333331,10.858785103400857,0.000562944004700763
194.66666666666666,9.562575274492128,0.0005590580023372885
196.0,8.640633307519893,0.0005573714654474739
197.33333333333331,7.967980809164447,0.0005571323300817242
198.66666666666666,7.467481954847773,0.0005578969337990908
200.0,7.089601627912424,0.0005593891524038438
201.33333333333331,6.801419741764443,0.0005614293517475805
202.66666666666666,6.580397665197186,0.0005638962177226801
204.0,6.410698640375237,0.0005667051483748267
205.33333333333331,6.280938515583178,0.0005697954698490063
206.66666666666666,6.182767521333131,0.0005731225816646507
208.0,6.109951035938179,0.0005766529700271286
209.33333333333331,6.057758909806324,0.000580360949840283
210.66666666666666,6.022550701207429,0.0005842264814703629
212.0,6.0014882991986145,0.0005882336742618011
213.33333333333331,5.992333181782712,0.0005923697397365505
214.66666666666666,5.9933010168686,0.0005966242457794394
216.0,6.002955814353709,0.0006009885763176024
217.33333333333331,6.020131807100722,0.0006054555338498049
218.66666666666666,6.043875066137262,0.0006100190429269697
220.0,6.073399355796497,0.0006146739260608397
221.33333333333331,6.108052396244437,0.0006194157323261046
222.66666666666666,6.147289822896256,0.0006242406047964195
224.0,6.190654901120717,0.0006291451769457795
225.33333333333331,6.237762588787908,0.0006341264908979293
226.66666666666666,6.2882869150601435,0.0006391819323292998
228.0,6.341950911449457,0.0006443091781920211
229.33333333333331,6.398518523864766,0.0006495061543985679
230.66666666666666,6.457788074585277,0.0006547710013157185
232.0,6.519586946126387,0.0006601020454324162
233.33333333333331,6.583767235380533,0.0006654977759482984
234.66666666666666,6.650202183589574,0.0006709568253145975
236.0,6.718783230843348,0.0006764779529738471
237.33333333333331,6.789417576604914,0.0006820600317076679
238.66666666666666,6.8620261529032165,0.0006877020361265003
240.0,6.936541936242228,0.0006934030329314132
241.33333333333331,7.012908539366634,0.0006991621726527178
242.66666666666666,7.091079035842915,0.0007049786826286047
244.0,7.171014979737507,0.0007108518610332234
245.33333333333331,7.252685590082904,0.0007167810718002294
246.66666666666666,7.3360670757581286,0.0007227657403171865
248.0,7.421142081207083,0.0007288053497899592
249.33333333333331,7.507899237334956,0.0007348994381956764
250.66666666666666,7.596332805158223,0.000741047595758656
252.0,7.686442402496177,0.0007472494628971712
253.33333333333331,7.778232806305868,0.0007535047286002233
254.66666666666666,7.871713825279601,0.0007598131292032108
256.0,7.966900239130322,0.0007661744475401668
257.3333333333333,8.063811802657419,0.0007725885124580499
258.66666666666663,8.162473314279508,0.000779055198685829
260.0,8.262914750303064,0.000785574427058517
261.3333333333333,8.36517146782705,0.0007921461651031771
262.66666666666663,8.469284480928033,0.0007987704280016427
264.0,8.575300816696961,0.0008054472799525394
265.3333333333333,8.683273959889645,0.0008121768359642986
266.66666666666663,8.793264397503219,0.0008189592641209001
268.0,8.905340277616691,0.0008257947883740292
269.3333333333333,9.019578200485249,0.0008326836919294186
270.66666666666663,9.136064164336869,0.0008396263213121943
272.0,9.254894693829492,0.0008466230912168313
273.3333333333333,9.376178185996528,0.0008536744902731709
274.66666666666663,9.500036517148237,0.0008607810878920072
276.0,9.626606965146502,0.0008679435423944521
277.3333333333333,9.756044515452542,0.0008751626106807373
278.66666666666663,9.888524637334246,0.0008824391597603191
280.0,10.02424663992631,0.0008897741805504751
281.3333333333333,10.163437748264737,0.000897168804461964
282.66666666666663,10.306358079451355,0.0009046243234364863
284.0,10.453306752196816,0.0009121422142943817
285.3333333333333,10.604629434001343,0.0009197241685102156
286.66666666666663,10.7607277260444,0.0009273721288833115
288.0,10.922070916346271,0.0009350883350471465
289.3333333333333,11.089210811254139,0.0009428753804178133
290.66666666666663,11.262800604798723,0.0009507362840963197
292.0,11.443619096180171,0.0009586745825281506
293.3333333333333,11.63260206457741,0.0009666944475632353
294.66666666666663,11.830883329455162,0.0009748008402209205
296.0,12.039849075010618,0.00098299971337224
297.3333333333333,12.261210575202174,0.000991298282379601
298.66666666666663,12.497102803429469,0.000999705391575656
300.0,12.750220011155259,0.0010082320181287233
301.3333333333333,13.024004986904076,0.0010168919763969466
302.66666666666663,13.322917687089282,0.0010257029206395714
304.0,13.652823591832604,0.0010346878014288205
305.3333333333333,14.021566688250351,0.0010438770287638341
306.66666666666663,14.43983425464541,0.0010533117659937276
