station,datetime,geopotential_height_m,geometric_altitude_m,temperature_k,pressure_pa,water_pressure_pa,surface,pressure_flag,height_flag,temperature_flag
CHM00054511,2026-04-01T00:00:00Z,4062,4064.597294632333,259.04999999999995,61090,13.669127280088476,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,4192,4194.766258842478,257.75,60000,17.43987438311779,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,4420,4423.07546219932,255.84999999999997,58200,17.43987438311779,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,4753,4756.556511770364,253.04999999999998,55660,13.379062314544264,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,5153,5157.180577280134,250.45,52730,12.407254981962947,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,5244,5248.329597850719,249.64999999999998,52070,12.815616650549522,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,5538,5542.8288998599955,246.84999999999997,50000,12.54204452895478,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,5562,5566.870862910402,246.64999999999998,49840,12.407254981962947,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,5655,5660.035185969825,246.24999999999997,49240,11.625746055582006,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,5976,5981.623328121384,244.14999999999998,47060,6.430281047728342,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,6052,6057.767336397136,243.54999999999998,46560,7.046117155302619,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,7112,7119.96587404605,234.14999999999998,40000,3.1977115902039603,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,7147,7155.044515584321,233.84999999999997,39790,3.1204718920991135,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,7219,7227.20750850415,233.34999999999997,39360,3.082494193729528,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,7421,7429.673531049266,231.64999999999998,38250,2.793527870536969,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,7818,7827.626968751359,228.34999999999997,36020,2.1759996319342294,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,8240,8250.695018024657,225.24999999999997,33830,1.5196955920796829,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,8261,8271.749636489221,225.04999999999998,33710,1.4805966715195626,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,8687,8698.887685865284,223.24999999999997,31570,1.2647091792729699,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,8731,8743.008497275141,223.24999999999997,31360,1.2647091792729699,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,9019,9031.814367207768,221.34999999999997,30000,0.9811503750412351,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,9149,9162.186712588362,221.24999999999997,29410,0.9421324283430531,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,9213,9226.371982715229,220.74999999999997,29100,0.8565613943589031,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,9576,9590.447302822195,220.95,27530,0.7262779394870692,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,9710,9724.854776765795,221.84999999999997,26970,0.7675314968301196,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,9981,9996.696192796826,220.64999999999998,25850,0.6318884580844059,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,10006,10021.774983771247,220.64999999999998,25760,0.6230978003904787,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,10196,10212.380252010142,221.54999999999998,25000,0.6870690354829926,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,10425,10442.124926788523,222.24999999999997,24140,0.6230978003904787,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,10854,10872.5645996982,224.24999999999997,22600,0.6498124549033594,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,10903,10921.732741157506,224.14999999999998,22450,0.6318884580844059,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,11380,11400.409223331724,223.24999999999997,20870,0.49688474026375884,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,11655,11676.408455265795,222.84999999999997,20000,0.44944553637699947,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,11851,11873.135237587896,222.54999999999998,19420,0.37769761017586495,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,11977,11999.608873045267,222.14999999999998,19030,0.35104250765824657,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,12133,12156.202238648004,223.45,18590,0.3888716438850144,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,12333,12356.974228902725,224.14999999999998,18020,0.3722220949828203,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,12627,12652.13203588383,225.04999999999998,17240,0.39457199081393146,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,12784,12809.761525805086,224.84999999999997,16840,0.35623079320148143,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,13223,13250.563102985194,221.84999999999997,15740,0.23467330457467836,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,13535,13563.880585461888,220.64999999999998,15000,0.20775960446075398,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,13707,13736.620069591028,219.34999999999997,14620,0.15975339165721722,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,13766,13795.875887750275,219.14999999999998,14480,0.15242976896551735,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,13888,13918.408364152676,218.54999999999998,14210,0.1409088082123579,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14167,14198.643792867877,217.84999999999997,13600,0.12814641040092686,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14176,14207.684055882533,217.84999999999997,13580,0.12814641040092686,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14287,14319.182742583775,218.04999999999998,13350,0.1261261832630944,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14396,14428.676241846502,218.95,13120,0.1365298337750205,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14596,14629.59153349721,218.64999999999998,12720,0.1343877861575897,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14605,14638.633019565414,218.54999999999998,12700,0.1322768070282557,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14778,14812.435461561896,217.54999999999998,12360,0.11460966882149623,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,14992,15027.441197368433,216.45,11950,0.09443503649360055,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,15000,15035.479076332997,216.45,11940,0.09443503649360055,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,15263,15299.735639642526,216.54999999999998,11460,0.09141084559699138,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,15642,15680.584983356262,216.04999999999998,10780,0.08562926809947587,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,15726,15765.001027591688,215.74999999999997,10640,0.08286705506009169,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,15757,15796.155132724145,215.84999999999997,10590,0.08286705506009169,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,16104,16144.900905299794,214.64999999999998,10030,0.06795095788666809,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,16122,16162.992505493134,214.64999999999998,10000,0.07506699674661658,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,16218,16259.482774674996,214.24999999999997,9850,0.058439485454639555,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,16522,16565.054570770462,212.95,9380,0.038094291826553085,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,16685,16728.909411409728,213.04999999999998,9140,0.03430633815936673,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,17295,17342.183278383953,212.74999999999997,8290,0.02362624196773336,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,17617,17665.95904623791,214.14999999999998,7870,0.024934662978443614,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,17747,17796.6852918409,213.74999999999997,7710,0.022789678934891568,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,17860,17910.3209228848,213.95,7570,0.022789678934891568,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,18265,18317.632353453915,212.04999999999998,7100,0.016104744903342485,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,18348,18401.11248074835,211.54999999999998,7000,0.017987643838478742,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,18386,18439.33302768215,211.34999999999997,6960,0.014406353330003903,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,18783,18838.664568522825,211.45,6530,0.013878282373330528,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,18865,18921.152379944084,211.14999999999998,6440,0.013119819616355029,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,19051,19108.26679110689,213.14999999999998,6250,0.016711005804237532,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,19296,19354.751460125255,211.74999999999997,6010,0.013621047303512946,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,19695,19756.210143455864,209.84999999999997,5630,0.010257299961032026,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,19795,19856.834277764567,210.14999999999998,5540,0.010656111833738068,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,20283,20347.92562025338,208.74999999999997,5120,0.008796833621655207,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,20423,20488.82644421238,208.34999999999997,5000,0.010257299961032026,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,20467,20533.11084625268,208.14999999999998,4960,0.007984918035732938,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,20593,20659.928672717742,211.04999999999998,4860,0.011940772936149296,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,20730,20797.823620320338,211.74999999999997,4760,0.013119819616355029,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,20923,20992.094503919998,211.84999999999997,4610,0.013119819616355029,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21064,21134.030455346543,213.24999999999997,4510,0.016104744903342485,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21176,21246.778408325034,212.74999999999997,4430,0.014677335728552203,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21254,21325.301658966157,212.95,4370,0.01523356872689263,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21368,21440.06988795337,214.64999999999998,4290,0.019003938942054724,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21656,21730.029075422528,215.14999999999998,4100,0.02007334708721598,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21690,21764.262108299885,214.95,4080,0.019710821469207607,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,21814,21889.115106791654,214.64999999999998,4000,0.022789678934891568,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,22130,22207.310977300036,213.24999999999997,3800,0.015809337977313875,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,22210,22287.871929776924,214.64999999999998,3750,0.019003938942054724,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,22415,22494.318658691318,214.95,3630,0.019710821469207607,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,22728,22809.553344643653,215.14999999999998,3460,0.02007334708721598,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23085,23169.140206145526,215.45,3270,0.02081704473248196,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23201,23285.989480805834,214.84999999999997,3210,0.019354383485048258,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23237,23322.253919102604,215.04999999999998,3190,0.019710821469207607,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23346,23432.057093323987,216.64999999999998,3130,0.02449123199517444,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23442,23528.76760639437,216.54999999999998,3090,0.024055128822623572,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23535,23622.45871183287,218.04999999999998,3040,0.029274478696417628,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23626,23714.137618306242,218.14999999999998,3000,0.03552833575788066,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23753,23842.089507474564,219.34999999999997,2940,0.03430633815936673,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,23889,23979.114543674226,219.84999999999997,2880,0.03615435281691849,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24073,24164.510725215954,223.14999999999998,2800,0.053703642787174696,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24277,24370.07125981585,222.74999999999997,2710,0.05103538111143494,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24336,24429.52506004804,222.54999999999998,2690,0.050173607705683194,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24498,24592.776785189762,223.45,2620,0.05555362640823631,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24624,24719.756124230946,226.14999999999998,2570,0.07631794810559668,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24756,24852.787518655216,227.24999999999997,2520,0.08562926809947587,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,24819,24916.281730406146,228.24999999999997,2500,0.09598156821861059,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,25124,25223.692208750905,227.95,2390,0.09291156729970543,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,25248,25348.680674681807,227.04999999999998,2340,0.08423769286408916,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,25544,25647.06003106509,225.64999999999998,2240,0.07142703300781784,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26104,26211.63784514163,221.14999999999998,2060,0.04226683866653495,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26241,26349.772981861694,221.34999999999997,2010,0.0430021079716116,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26284,26393.13049843598,221.74999999999997,2000,0.053703642787174884,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26301,26410.272004663166,221.95,1990,0.04685952424041422,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26515,26626.061192518275,224.45,1930,0.06250338500378531,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26755,26868.0851154919,223.34999999999997,1860,0.054621383159618196,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,26980,27094.99921166371,222.34999999999997,1800,0.0484903482038512,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,27198,27314.86914557202,222.64999999999998,1740,0.050173607705683194,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,27268,27385.47279547288,222.24999999999997,1720,0.0484903482038512,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,27407,27525.67610116601,224.04999999999998,1680,0.059431866092715765,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,27750,27871.67175750543,224.45,1600,0.06250338500378531,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,27829,27951.367032726033,225.95,1580,0.0738350361099425,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,28074,28198.535919270522,227.34999999999997,1520,0.08704207310632169,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,28168,28293.37314330915,227.04999999999998,1500,0.09914509912116935,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,28246,28372.069999936793,226.74999999999997,1480,0.08151706598649888,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,28389,28516.352608891662,226.14999999999998,1450,0.07631794810559668,False, ,B,B
CHM00054511,2026-04-01T00:00:00Z,28665,28794.84657245515,226.04999999999998,1390,0.07506699674661658,False, ,B,B
