band,nuisance_policy,elapsed_s,residual_std_db,pilots,sensing_tones,within_ideal_pass_above_45deg,target,control,truth_ug_m3,bias_ug_m3,mae_ug_m3,rmse_ug_m3,p95_absolute_error_ug_m3,mae_pct_of_truth,rmse_pct_of_truth,within_20pct_of_truth_pct,negative_estimate_pct
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3OH,positive,1.0,0.049289226415060554,1.715539038999605,2.1399394702826484,4.187580494417677,171.55390389996052,213.99394702826484,8.14,31.72
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3OH,absent,0.0,-0.011494452779806841,1.6940800596091434,2.1141964256610515,4.147580011398614,,,,49.84
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3CN,positive,1.0,0.0016265919424587373,0.1689145282562314,0.21069027356350575,0.40742809398637797,16.89145282562314,21.069027356350574,65.16,0.0
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3CN,absent,0.0,-0.0003225552495413069,0.16818630944104057,0.21087066320855205,0.41858870418461547,,,,50.28
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM2.5,positive,49.0,228163.84933003836,6227153.826269473,7813110.254210257,15323156.87866523,12708477.196468312,15945122.967776036,0.0,49.28
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM2.5,absent,0.0,-210787.62269613266,6427548.037988655,8011374.478767689,15508748.08628684,,,,51.1
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PMcoarse,positive,41.0,-280046.923999029,7642577.753979869,9589020.355713112,18806923.1875623,18640433.546292365,23387854.526129544,0.0,50.72
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PMcoarse,absent,0.0,258636.70289548583,7888515.418070626,9832321.323050637,19032926.226320747,,,,48.9
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM10,positive,90.0,-51883.07466899081,1415424.1982678655,1775911.7143887477,3483766.308897085,1572693.5536309616,1973235.2382097198,0.0,50.72
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM10,absent,0.0,47849.080199353084,1460968.222724669,1820948.4137773733,3524264.544317798,,,,48.92
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,H2CO,positive,1.0,0.03941199097978272,2.040516026089227,2.5535112852145123,4.985270587866003,204.0516026089227,255.35112852145124,6.5600000000000005,34.58
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,H2CO,absent,0.0,-0.04521342817897381,2.0261943838368324,2.5200269478000425,4.906242887564399,,,,50.78
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3OH,positive,1.0,0.01677708191273167,4.8025303016979315,6.024287195411189,11.941060454969007,480.25303016979313,602.4287195411189,2.58,43.6
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3OH,absent,0.0,-0.11269489446975516,4.770597361246343,5.9959911838112046,11.720347945317428,,,,50.339999999999996
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3CN,positive,1.0,0.0033212734879756282,0.34468526653765874,0.43177114258638216,0.8479506423720317,34.46852665376588,43.17711425863821,35.94,0.96
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3CN,absent,0.0,0.0004405917384575897,0.34659060657993596,0.43589174420517274,0.8505328647372947,,,,49.16
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM2.5,positive,49.0,-325688.3427586953,22704659.931097563,28394573.233144157,55570028.466261484,46336040.675709315,57948108.639069706,0.0,50.1
