band,nuisance_policy,elapsed_s,residual_std_db,pilots,sensing_tones,within_ideal_pass_above_45deg,target,control,truth_ug_m3,bias_ug_m3,mae_ug_m3,rmse_ug_m3,p95_absolute_error_ug_m3,mae_pct_of_truth,rmse_pct_of_truth,within_20pct_of_truth_pct,negative_estimate_pct
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PM2.5,positive,49.0,-675763.2315751938,106311669.81806836,133697388.69259052,262181195.870045,216962591.4654456,272851813.658348,0.0,50.339999999999996
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PM2.5,absent,0.0,-99029.24552361622,107096881.4889451,134300062.64789724,263356719.83000836,,,,50.32
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PMcoarse,positive,41.0,829397.3657706009,130506036.21364488,164124234.1897349,321834564.3638976,318307405.39913386,400303010.21886563,0.0,49.64
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PMcoarse,absent,0.0,121624.91977257347,131470001.87472078,164864329.29167378,323246510.2336308,,,,49.68
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PM10,positive,90.0,153634.13419540616,24194371.33619462,30426853.16472836,59653994.28947336,26882634.81799402,33807614.627475955,0.0,49.64
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PM10,absent,0.0,22595.674248957872,24373120.385775674,30564274.65372942,59901001.36507783,,,,49.68
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,H2CO,positive,1.0,3.270528390034585,123.05375526681729,154.9461568408853,306.3971099768433,12305.37552668173,15494.615684088529,0.08,48.6
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,H2CO,absent,0.0,-1.7220088723544111,122.06406549315867,152.45266153076122,296.11830562396875,,,,49.72
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,CH3OH,positive,1.0,6.628483824216854,234.2935558355852,291.73499359529205,564.344294303207,23429.35558355852,29173.499359529204,0.0,48.339999999999996
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,CH3OH,absent,0.0,-1.1659225150534007,230.62985710754887,287.58370263991634,561.1187933060355,,,,49.88
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,CH3CN,positive,1.0,0.24631878959586365,23.10204804461857,28.76710690072986,55.578261526581166,2310.204804461857,2876.710690072986,0.54,47.78
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,CH3CN,absent,0.0,-0.01505591074707745,23.03616949521052,28.87020779129346,57.03099443116956,,,,50.62
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PM2.5,positive,49.0,1.2526092058201942e+16,3.937887940126673e+17,4.950037872574032e+17,9.799630647182496e+17,8.036506000258516e+17,1.0102118107293943e+18,0.0,48.559999999999995
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PM2.5,absent,0.0,1434244232207272.8,3.8856011847805664e+17,4.889031752046099e+17,9.54997461465441e+17,,,,50.03999999999999
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PMcoarse,positive,41.0,-654887170813207.0,2.0588029827175376e+16,2.587974270083408e+16,5.123431099901681e+16,5.02147068955497e+16,6.312132366057092e+16,0.0,51.44
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PMcoarse,absent,0.0,-74985372155687.47,2.0314664324886104e+16,2.5560790600689668e+16,4.992908625432602e+16,,,,49.96
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PM10,positive,90.0,1.1871204887388734e+16,3.73200764185492e+17,4.69124044556585e+17,9.287287537192329e+17,4.146675157616577e+17,5.2124893839620563e+17,0.0,48.559999999999995
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PM10,absent,0.0,1359258860051585.0,3.6824545415317056e+17,4.633423846039364e+17,9.050683752111146e+17,,,,50.03999999999999
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,H2CO,positive,1.0,3.2968718815752998,123.31914982585717,155.23645391042305,306.77467199524057,12331.914982585717,15523.645391042304,0.1,48.480000000000004
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,H2CO,absent,0.0,-1.848971880590058,122.23459153822672,152.68990973542464,296.69971679209834,,,,49.8
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,CH3OH,positive,1.0,6.548771963869871,234.1636000015166,291.62306212008286,563.0812925601882,23416.36000015166,29162.306212008287,0.04,48.32
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,CH3OH,absent,0.0,-1.252139447399572,230.92470939970076,287.9089697466582,561.2273846823822,,,,49.82
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,CH3CN,positive,1.0,0.24616794013856133,23.108469445842204,28.772909064554092,55.52471810132887,2310.84694458422,2877.290906455409,0.54,48.02
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,CH3CN,absent,0.0,-0.018457082898867702,23.037805177665177,28.873606768359025,56.97442565030506,,,,50.54
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PM2.5,positive,49.0,1.2485606123323942e+16,3.944034927194196e+17,4.956931617369738e+17,9.79536898957581e+17,8.049050871824888e+17,1.0116186974223956e+18,0.0,48.64
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PM2.5,absent,0.0,1722550486798985.2,3.8900388264997786e+17,4.8946771482553184e+17,9.587117356482756e+17,,,,49.78
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PMcoarse,positive,41.0,-652770483595313.8,2.06201675362594e+16,2.591578465720017e+16,5.121205188475948e+16,5.029309155185219e+16,6.320923087121993e+16,0.0,51.35999999999999
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PMcoarse,absent,0.0,-90058570553146.67,2.0337865253088428e+16,2.5590305940067692e+16,5.012328913705143e+16,,,,50.22
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PM10,positive,90.0,1.1832835639728622e+16,3.737833251831602e+17,4.6977737707978963e+17,9.283248470728216e+17,4.153148057590668e+17,5.219748634219885e+17,0.0,48.64
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PM10,absent,0.0,1632491916245846.5,3.686660173968894e+17,4.6387740888548026e+17,9.085884465112242e+17,,,,49.78
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,H2CO,positive,1.0,0.330608866003413,12.305631841738984,15.496360383927504,30.524949885790555,1230.5631841738984,1549.6360383927504,1.16,46.36
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,H2CO,absent,0.0,-0.1728618115698909,12.210423158981646,15.251027312623535,29.67435888118279,,,,49.84
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,CH3OH,positive,1.0,0.6580314595654875,23.428434124170714,29.173139977231365,56.393842043509466,2342.8434124170712,2917.3139977231367,0.5599999999999999,46.96
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,CH3OH,absent,0.0,-0.11476694492154148,23.063325661439908,28.75966449498435,56.12158393236684,,,,49.84
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,CH3CN,positive,1.0,0.0252853589993054,2.310398781625297,2.876787125594247,5.545479492994333,231.0398781625297,287.6787125594247,5.34,36.24
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,CH3CN,absent,0.0,-0.0010633994476209351,2.3038365330900556,2.887290152492236,5.696208673706711,,,,50.480000000000004
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PM2.5,positive,49.0,1267184036989834.8,3.940259708418014e+16,4.9531731833824456e+16,9.799617338905605e+16,8.041346343710234e+16,1.0108516700780502e+17,0.0,48.5
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PM2.5,absent,0.0,139274987529758.36,3.88969005544111e+16,4.894642694316649e+16,9.585191751409147e+16,,,,49.88
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PMcoarse,positive,41.0,-66250718764319.62,2060043004628766.2,2589613489914819.5,5123427188994633.0,5024495133240894.0,6316130463206877.0,0.0,51.5
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PMcoarse,absent,0.0,-7281596669187.494,2033604188944698.5,2559012587792917.5,5011318271858860.0,,,,50.12
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PM10,positive,90.0,1200933318225513.8,3.734255407955138e+16,4.694211834391123e+16,9.287274620006144e+16,4.149172675505708e+16,5.215790927101248e+16,0.0,48.5
multiband_reference,smooth_calibration,10.0,0.0,30000,170,True,PM10,absent,0.0,131993390860570.88,3.686329636546641e+16,4.6387414355375176e+16,9.084059924223258e+16,,,,49.88
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,H2CO,positive,1.0,0.3668319183447349,12.699757692146305,15.963119510135465,31.561037289571615,1269.9757692146304,1596.3119510135466,0.72,45.86
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,H2CO,absent,0.0,-0.30279382216629463,12.532183462505298,15.664509989740509,30.47526519324428,,,,50.28
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,CH3OH,positive,1.0,0.5592290937375989,24.09594700821223,30.015655349208696,58.35240181034581,2409.5947008212233,3001.5655349208696,0.42,47.4
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,CH3OH,absent,0.0,-0.18906827686038705,24.055796239038905,29.986582360365468,58.70158324334343,,,,49.76
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,CH3CN,positive,1.0,0.0246639685203592,2.339206818529814,2.916516164410042,5.641981961075457,233.9206818529814,291.6516164410042,5.86,36.44
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,CH3CN,absent,0.0,-0.0028127991249471194,2.3300002354495546,2.923486014495494,5.732367039681103,,,,50.660000000000004
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PM2.5,positive,49.0,1332537432016143.5,4.062897970793063e+16,5.1073054158418456e+16,1.0011927117905678e+17,8.29162851182258e+16,1.0423072277228256e+17,0.0,49.54
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PM2.5,absent,0.0,404734876673075.5,4.0189148973279736e+16,5.041993252803347e+16,9.839788144772203e+16,,,,49.8
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PMcoarse,positive,41.0,-69667509543141.49,2124160587945067.2,2670196758591542.5,5234423720855080.0,5180879482792847.0,6512675020954981.0,0.0,50.46000000000001
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PMcoarse,absent,0.0,-21160343883682.86,2101165378906114.5,2636050263479626.5,5144432477355083.0,,,,50.2
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PM10,positive,90.0,1262869922473001.2,3.850481911998557e+16,4.840285739982851e+16,9.488484745820171e+16,4.278313235553952e+16,5.378095266647612e+16,0.0,49.54
multiband_reference,smooth_calibration,10.0,0.001,30000,170,True,PM10,absent,0.0,383574532789392.8,3.808798359437362e+16,4.778388226455546e+16,9.325344897036693e+16,,,,49.8
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,H2CO,positive,1.0,0.024565798437868817,0.9170587548629624,1.154830507707309,2.2805337263497663,91.70587548629624,115.48305077073091,14.32,18.94
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,H2CO,absent,0.0,-0.012834278714058086,0.9099049741813873,1.136570635072916,2.213317206886014,,,,49.8
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,CH3OH,positive,1.0,0.04904266085110095,1.7462131521374316,2.1744013561846476,4.201991509919204,174.62131521374315,217.44013561846475,7.08,31.7
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,CH3OH,absent,0.0,-0.008549365127501485,1.718983203600116,2.143577849166979,4.18322774550328,,,,49.82
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,CH3CN,positive,1.0,0.0018959698612152167,0.17220235817029036,0.21441389248608028,0.4133235866724902,17.220235817029035,21.44138924860803,64.22,0.0
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,CH3CN,absent,0.0,-7.64745545844363e-05,0.17170689578579726,0.21519859915697004,0.424701913004511,,,,50.44
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PM2.5,positive,49.0,93856136904787.81,2933245615713980.5,3687575903555568.5,7294481464690761.0,5986215542273430.0,7525665109297079.0,0.0,48.46
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PM2.5,absent,0.0,10693184847599.986,2895240417628110.5,3643636420282050.0,7137788124409588.0,,,,49.84
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PMcoarse,positive,41.0,-4906971903423.903,153355680084036.38,192793506462058.78,381369399636168.94,374038244107405.8,470228064541606.8,0.0,51.54
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PMcoarse,absent,0.0,-559062679857.4994,151368693380575.0,190496263058356.56,373176959011999.25,,,,50.160000000000004
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PM10,positive,90.0,88949165001363.3,2779889935629943.5,3494782397093628.5,6913112065054595.0,3088766595144381.5,3883091552326254.0,0.0,48.46
multiband_reference,smooth_calibration,1800.0,0.0,5400000,170,False,PM10,absent,0.0,10134122167742.486,2743871724247535.5,3453140157223814.0,6764611165397590.0,,,,49.84
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,H2CO,positive,1.0,0.06025223309149859,2.1986490938593577,2.746091595774899,5.411476325871342,219.86490938593576,274.6091595774899,5.4,35.24
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,H2CO,absent,0.0,-0.04977448031264903,2.1695103612761404,2.7014550501446184,5.23862476144697,,,,50.6
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,CH3OH,positive,1.0,-0.02985191379231901,4.9628791196107445,6.231074992254761,12.251955661364244,496.2879119610744,623.1074992254761,2.2800000000000002,43.94
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,CH3OH,absent,0.0,-0.12046382686078991,4.976434247132262,6.245812323966996,12.211898111421453,,,,50.760000000000005
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,CH3CN,positive,1.0,-0.0005591037832222491,0.36985588834696065,0.46460771210124874,0.9132161030903365,36.98558883469607,46.460771210124875,34.08,1.72
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,CH3CN,absent,0.0,-0.0004175440878182972,0.3696395283995442,0.46447408776975607,0.915332403693441,,,,50.660000000000004
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PM2.5,positive,49.0,162573187077159.6,9014862825822176.0,1.1331691395490496e+16,2.2193093075869052e+16,1.8397679236371788e+16,2.312590080712346e+16,0.0,49.2
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PM2.5,absent,0.0,187053055113767.38,9108300354768708.0,1.137110978314049e+16,2.2269551243199576e+16,,,,49.559999999999995
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PMcoarse,positive,41.0,-8499620984128.595,471314246458865.9,592442466829602.6,1160298377167585.5,1149546942582599.5,1444981626413665.0,0.0,50.8
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PMcoarse,absent,0.0,-9779493232788.406,476199326262962.4,594503332100973.4,1164293635214363.0,,,,50.44
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PM10,positive,90.0,154073566093030.8,8543548579363311.0,1.0739248928661162e+16,2.103279469870146e+16,9492831754848124.0,1.1932498809623514e+16,0.0,49.2
multiband_reference,smooth_calibration,1800.0,0.001,5400000,170,False,PM10,absent,0.0,177273561880979.03,8632101028505746.0,1.0776606451039774e+16,2.1105257607985212e+16,,,,49.559999999999995
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,H2CO,positive,1.0,122378904082.5231,4055132152314.386,5079503579159.603,9956093781024.62,405513215231438.6,507950357915960.25,0.0,49.96
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,H2CO,absent,0.0,-98301189688.77776,3988125947778.748,5018660190708.951,9856696980767.156,,,,51.480000000000004
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,CH3OH,positive,1.0,37341123245.2991,1566089360641.058,1950925762485.6318,3801840536503.582,156608936064105.8,195092576248563.2,0.0,49.54
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,CH3OH,absent,0.0,834908159.6675187,1555808778583.8037,1950918818181.477,3785541879614.8384,,,,49.58
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,CH3CN,positive,1.0,-130090597.33395922,5126107850.722667,6433730731.062611,12512109168.55882,512610785072.26666,643373073106.2611,0.0,50.239999999999995
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,CH3CN,absent,0.0,115176186.95101343,5028617932.197544,6331065817.011358,12382354312.498917,,,,48.68
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PM2.5,positive,49.0,-2.8299993300229044e+16,1.4408823787203791e+18,1.8001284182886907e+18,3.5384692003690655e+18,2.9405762831028147e+18,3.6737314658952873e+18,0.0,49.980000000000004
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PM2.5,absent,0.0,2.997699899086841e+16,1.415180849819925e+18,1.7729159726025554e+18,3.4553337568631987e+18,,,,49.68
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PMcoarse,positive,41.0,3.634897852876695e+16,1.7660493782453245e+18,2.2065871768653903e+18,4.369772648255748e+18,4.307437507915426e+18,5.381919943574122e+18,0.0,50.06
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PMcoarse,absent,0.0,-3.806666005344767e+16,1.735039194634625e+18,2.1735350729451553e+18,4.223843061178423e+18,,,,50.42
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PM10,positive,90.0,8048985228537853.0,3.283816303871833e+17,4.107773538723541e+17,8.096355334512375e+17,3.6486847820798144e+17,4.564192820803935e+17,0.0,49.96
eband_73p5GHz,reference_calibration,1800.0,0.001,5082330,256,False,PM10,absent,0.0,-8089661062579275.0,3.231564940028084e+17,4.049004864116046e+17,7.846874653492535e+17,,,,50.42
