band,nuisance_policy,elapsed_s,residual_std_db,pilots,sensing_tones,within_ideal_pass_above_45deg,target,standard_error_ug_m3,tp,fp,fn,tn,positive_draws,null_draws,precision_pct,recall_pct,false_positive_rate_pct,specificity_pct,accuracy_pct,f1_pct,evaluated_positive_prevalence_pct,precision_ci95_lower_pct,precision_ci95_upper_pct,recall_ci95_lower_pct,recall_ci95_upper_pct,false_positive_ci95_lower_pct,false_positive_ci95_upper_pct,average_precision_pct
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM10,6513860.211234198,6,5,4994,4995,5000,5000,54.54545454545454,0.12,0.1,99.9,50.01,0.2394731590500898,50.0,28.009153740932202,78.72872837754024,0.055008316775915556,0.2615776292629832,0.042721349110879964,0.2338953050058211,50.101259706145115
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,H2CO,131.05413157821783,16,7,4984,4993,5000,5000,69.56521739130434,0.32,0.13999999999999999,99.86,50.09,0.6370694803902051,50.0,49.134243731240794,84.39597554678598,0.19707278219023716,0.5192060830706388,0.06783326019524562,0.28872197776585085,50.86356781807281
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3OH,289.35367704154123,11,6,4989,4994,5000,5000,64.70588235294117,0.22,0.12,99.88,50.05,0.43850906916483956,50.0,41.300363485218696,82.69027960275626,0.12289154071388131,0.3935408649360061,0.055008316775915556,0.2615776292629832,50.91877514283021
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3CN,28.60438678140031,7,15,4993,4985,5000,5000,31.818181818181817,0.13999999999999999,0.3,99.7,49.92,0.27877339705296694,50.0,16.36059318135624,52.681402258957235,0.06783326019524562,0.28872197776585085,0.18189297776376753,0.4944165955749107,51.03206208983306
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM2.5,8409398040.830071,10,6,4990,4994,5000,5000,62.5,0.2,0.12,99.88,50.04,0.39872408293460926,50.0,38.64104054550271,81.51876744113636,0.10867468609438852,0.3677884276333011,0.055008316775915556,0.2615776292629832,49.98717096472439
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PMcoarse,10323679600.679174,11,10,4989,4990,5000,5000,52.38095238095239,0.22,0.2,99.8,50.01,0.43815972913762197,50.0,32.36953458284443,71.65599389846584,0.12289154071388131,0.3935408649360061,0.10867468609438852,0.3677884276333011,50.696358602926296
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM10,1914281681.7970524,11,10,4989,4990,5000,5000,52.38095238095239,0.22,0.2,99.8,50.01,0.43815972913762197,50.0,32.36953458284443,71.65599389846584,0.12289154071388131,0.3935408649360061,0.10867468609438852,0.3677884276333011,50.696728989414844
multiband_reference,weather_uncertainty,0.1,0.001,300,170,True,H2CO,131.11780596954878,16,7,4984,4993,5000,5000,69.56521739130434,0.32,0.13999999999999999,99.86,50.09,0.6370694803902051,50.0,49.134243731240794,84.39597554678598,0.19707278219023716,0.5192060830706388,0.06783326019524562,0.28872197776585085,50.907393920434174
multiband_reference,weather_uncertainty,0.1,0.001,300,170,True,CH3OH,289.4601274082072,11,6,4989,4994,5000,5000,64.70588235294117,0.22,0.12,99.88,50.05,0.43850906916483956,50.0,41.300363485218696,82.69027960275626,0.12289154071388131,0.3935408649360061,0.055008316775915556,0.2615776292629832,50.89862882736882
multiband_reference,weather_uncertainty,0.1,0.001,300,170,True,CH3CN,28.608126637989447,7,16,4993,4984,5000,5000,30.434782608695656,0.13999999999999999,0.32,99.68,49.91,0.2787178976707147,50.0,15.604024453214022,50.8657562687592,0.06783326019524562,0.28872197776585085,0.19707278219023716,0.5192060830706388,51.04036778111367
multiband_reference,weather_uncertainty,0.1,0.001,300,170,True,PM2.5,8415324589.518493,10,8,4990,4992,5000,5000,55.55555555555556,0.2,0.16,99.83999999999999,50.02,0.3985651654045436,50.0,33.716415642042776,75.44048187299437,0.10867468609438852,0.3677884276333011,0.08109751397282834,0.31542701591046596,50.03166474205557
multiband_reference,weather_uncertainty,0.1,0.001,300,170,True,PMcoarse,10330955235.522715,10,10,4990,4990,5000,5000,50.0,0.2,0.2,99.8,50.0,0.398406374501992,50.0,29.929800819821228,70.07019918017878,0.10867468609438852,0.3677884276333011,0.10867468609438852,0.3677884276333011,50.67420036514988
multiband_reference,weather_uncertainty,0.1,0.001,300,170,True,PM10,1915630768.0558732,10,10,4990,4990,5000,5000,50.0,0.2,0.2,99.8,50.0,0.398406374501992,50.0,29.929800819821228,70.07019918017878,0.10867468609438852,0.3677884276333011,0.10867468609438852,0.3677884276333011,50.67469757141989
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,H2CO,13.105413157799614,17,7,4983,4993,5000,5000,70.83333333333334,0.33999999999999997,0.13999999999999999,99.86,50.1,0.6767515923566879,50.0,50.832306335503375,85.08535180303913,0.21239367958294425,0.5438544776001295,0.06783326019524562,0.28872197776585085,52.48547653303971
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,CH3OH,28.935367704150362,12,6,4988,4994,5000,5000,66.66666666666666,0.24,0.12,99.88,50.06,0.4782781984854524,50.0,43.7494672959451,83.7212252491663,0.13734655564128323,0.4190551419308018,0.055008316775915556,0.2615776292629832,51.63789210755046
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,CH3CN,2.860438678135879,15,16,4985,4984,5000,5000,48.38709677419355,0.3,0.32,99.68,49.99,0.5963029218843172,50.0,31.970251562417307,65.1596045519712,0.18189297776376753,0.4944165955749107,0.19707278219023716,0.5192060830706388,58.82349912294087
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PM2.5,840939804.0798782,10,8,4990,4992,5000,5000,55.55555555555556,0.2,0.16,99.83999999999999,50.02,0.3985651654045436,50.0,33.716415642042776,75.44048187299437,0.10867468609438852,0.3677884276333011,0.08109751397282834,0.31542701591046596,49.986320210005154
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PMcoarse,1032367960.0640767,11,10,4989,4990,5000,5000,52.38095238095239,0.22,0.2,99.8,50.01,0.43815972913762197,50.0,32.36953458284443,71.65599389846584,0.12289154071388131,0.3935408649360061,0.10867468609438852,0.3677884276333011,50.683453545851535
multiband_reference,weather_uncertainty,10.0,0.0,30000,170,True,PM10,191428168.17899352,11,10,4989,4990,5000,5000,52.38095238095239,0.22,0.2,99.8,50.01,0.43815972913762197,50.0,32.36953458284443,71.65599389846584,0.12289154071388131,0.3935408649360061,0.10867468609438852,0.3677884276333011,50.684256609336906
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,H2CO,13.707914986923253,18,10,4982,4990,5000,5000,64.28571428571429,0.36,0.2,99.8,50.08,0.7159904534606205,50.0,45.83030651442781,79.29417049226232,0.22784407544130153,0.5683733736639698,0.10867468609438852,0.3677884276333011,52.880117773709244
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,CH3OH,29.956656490399517,13,4,4987,4996,5000,5000,76.47058823529412,0.26,0.08,99.92,50.09,0.5182379908311741,50.0,52.73820188043501,90.44495567791988,0.15201269998326156,0.44435828951102124,0.031114697610156263,0.20553266458434705,51.3981621272094
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,CH3CN,2.897145423845535,16,17,4984,4983,5000,5000,48.484848484848484,0.32,0.33999999999999997,99.66000000000001,49.99,0.6358036956089808,50.0,32.504042108133696,64.78162455108586,0.19707278219023716,0.5192060830706388,0.21239367958294425,0.5438544776001295,58.752554707322126
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PM2.5,893328289.0796291,9,9,4991,4991,5000,5000,50.0,0.18,0.18,99.82,50.0,0.35870864886408926,50.0,29.031021505169974,70.96897849483003,0.09472935076811986,0.34176447103737206,0.09472935076811986,0.34176447103737206,50.271790541634466
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PMcoarse,1096681723.8311477,11,8,4989,4992,5000,5000,57.89473684210527,0.22,0.16,99.83999999999999,50.03,0.43833432954771867,50.0,36.275903534255036,76.85810871754576,0.12289154071388131,0.3935408649360061,0.08109751397282834,0.31542701591046596,50.51457798528847
multiband_reference,weather_uncertainty,10.0,0.001,30000,170,True,PM10,203353447.9845914,11,8,4989,4992,5000,5000,57.89473684210527,0.22,0.16,99.83999999999999,50.03,0.43833432954771867,50.0,36.275903534255036,76.85810871754576,0.12289154071388131,0.3935408649360061,0.08109751397282834,0.31542701591046596,50.514068678346305
multiband_reference,weather_uncertainty,1800.0,0.0,5400000,170,False,H2CO,0.9768198231398179,145,7,4855,4993,5000,5000,95.39473684210526,2.9000000000000004,0.13999999999999999,99.86,51.38,5.62888198757764,50.0,90.7999660034228,97.75156646059122,2.46980626966006,3.402511253564323,0.06783326019524562,0.28872197776585085,76.41069742738158
multiband_reference,weather_uncertainty,1800.0,0.0,5400000,170,False,CH3OH,2.15671497134749,32,6,4968,4994,5000,5000,84.21052631578947,0.64,0.12,99.88,50.26,1.2703453751488687,50.0,69.58318822077686,92.55613658484107,0.4537188108410646,0.9020687251749749,0.055008316775915556,0.2615776292629832,62.6141742841288
multiband_reference,weather_uncertainty,1800.0,0.0,5400000,170,False,CH3CN,0.21320451099247675,4813,16,187,4984,5000,5000,99.66866846137917,96.26,0.32,99.68,97.97,97.93468308067962,50.0,99.46243183498818,99.79594526829385,95.69756727532717,96.75140494071617,0.19707278219023716,0.5192060830706388,99.94649823824632
multiband_reference,weather_uncertainty,1800.0,0.0,5400000,170,False,PM2.5,62679952.23083182,10,8,4990,4992,5000,5000,55.55555555555556,0.2,0.16,99.83999999999999,50.02,0.3985651654045436,50.0,33.716415642042776,75.44048187299437,0.10867468609438852,0.3677884276333011,0.08109751397282834,0.31542701591046596,49.9851890182969
multiband_reference,weather_uncertainty,1800.0,0.0,5400000,170,False,PMcoarse,76948164.55056408,11,10,4989,4990,5000,5000,52.38095238095239,0.22,0.2,99.8,50.01,0.43815972913762197,50.0,32.36953458284443,71.65599389846584,0.12289154071388131,0.3935408649360061,0.10867468609438852,0.3677884276333011,50.682607361953316
multiband_reference,weather_uncertainty,1800.0,0.0,5400000,170,False,PM10,14268213.228678608,11,10,4989,4990,5000,5000,52.38095238095239,0.22,0.2,99.8,50.01,0.43815972913762197,50.0,32.36953458284443,71.65599389846584,0.12289154071388131,0.3935408649360061,0.10867468609438852,0.3677884276333011,50.68284241336705
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,H2CO,2.700333653380659,32,3,4968,4997,5000,5000,91.42857142857143,0.64,0.06,99.94,50.29,1.2711022840119166,50.0,77.6207260341035,97.04176317330301,0.4537188108410646,0.9020687251749749,0.020407465419434643,0.1762706048528709,60.6263685762219
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,CH3OH,6.114189583261186,8,8,4992,4992,5000,5000,50.0,0.16,0.16,99.83999999999999,50.0,0.3189792663476874,50.0,27.999563610326017,72.00043638967398,0.08109751397282834,0.31542701591046596,0.08109751397282834,0.31542701591046596,54.35896860621228
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,CH3CN,0.44584817674533117,1237,8,3763,4992,5000,5000,99.3574297188755,24.740000000000002,0.16,99.83999999999999,62.29,39.615692554043235,50.0,98.73716506009332,99.67404569203605,23.563655900711343,25.955128401552958,0.08109751397282834,0.31542701591046596,94.33941637350618
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PM2.5,132849298.5443537,10,10,4990,4990,5000,5000,50.0,0.2,0.2,99.8,50.0,0.398406374501992,50.0,29.929800819821228,70.07019918017878,0.10867468609438852,0.3677884276333011,0.10867468609438852,0.3677884276333011,49.87336264475349
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PMcoarse,163083781.74266437,11,13,4989,4987,5000,5000,45.83333333333333,0.22,0.26,99.74,49.98,0.43789808917197454,50.0,27.891333731210988,64.9251346410805,0.12289154071388131,0.3935408649360061,0.15201269998326156,0.44435828951102124,50.06269586746463
multiband_reference,weather_uncertainty,1800.0,0.001,5400000,170,False,PM10,30234491.162114616,11,13,4989,4987,5000,5000,45.83333333333333,0.22,0.26,99.74,49.98,0.43789808917197454,50.0,27.891333731210988,64.9251346410805,0.12289154071388131,0.3935408649360061,0.15201269998326156,0.44435828951102124,50.06300726243198
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,H2CO,152.8205843702339,11,8,4989,4992,5000,5000,57.89473684210527,0.22,0.16,99.83999999999999,50.03,0.43833432954771867,50.0,36.275903534255036,76.85810871754576,0.12289154071388131,0.3935408649360061,0.08109751397282834,0.31542701591046596,51.223918897062774
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,CH3OH,289.9791429646352,13,8,4987,4992,5000,5000,61.904761904761905,0.26,0.16,99.83999999999999,50.05,0.5178251344353715,50.0,40.87865377511576,79.24898863143551,0.15201269998326156,0.44435828951102124,0.08109751397282834,0.31542701591046596,50.92856593871614
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,CH3CN,28.704599441383063,7,15,4993,4985,5000,5000,31.818181818181817,0.13999999999999999,0.3,99.7,49.92,0.27877339705296694,50.0,16.36059318135624,52.681402258957235,0.06783326019524562,0.28872197776585085,0.18189297776376753,0.4944165955749107,50.92630983990257
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PM2.5,4.930776142872971e+17,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.67791299886025
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PMcoarse,2.5779038064951132e+16,12,7,4988,4993,5000,5000,63.1578947368421,0.24,0.13999999999999999,99.86,50.05,0.4781829049611476,50.0,41.03953316480307,80.85048725486492,0.13734655564128323,0.4190551419308018,0.06783326019524562,0.28872197776585085,49.746845347691306
multiband_reference,smooth_calibration,0.1,0.0,300,170,True,PM10,4.672985762223617e+17,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.677915403675776
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,H2CO,153.08183950484062,14,9,4986,4991,5000,5000,60.86956521739131,0.27999999999999997,0.18,99.82,50.05,0.5574357953414294,50.0,40.78552239138171,77.84237720752205,0.1668677075791135,0.46947257383736696,0.09472935076811986,0.34176447103737206,51.250604197505936
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,CH3OH,290.08429343694104,12,8,4988,4992,5000,5000,60.0,0.24,0.16,99.83999999999999,50.04,0.47808764940239046,50.0,38.65815007622531,78.1193467627183,0.13734655564128323,0.4190551419308018,0.08109751397282834,0.31542701591046596,50.90812108234595
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,CH3CN,28.709489029135348,7,14,4993,4986,5000,5000,33.33333333333333,0.13999999999999999,0.27999999999999997,99.72,49.93,0.2788289185421231,50.0,17.194752605083476,54.62654802574476,0.06783326019524562,0.28872197776585085,0.1668677075791135,0.46947257383736696,50.937012979853556
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PM2.5,4.9368831606914074e+17,11,7,4989,4993,5000,5000,61.111111111111114,0.22,0.13999999999999999,99.86,50.04,0.43842168194499803,50.0,38.61904160223791,79.69475342783639,0.12289154071388131,0.3935408649360061,0.06783326019524562,0.28872197776585085,50.66554645353298
multiband_reference,smooth_calibration,0.1,0.001,300,170,True,PMcoarse,2.5810966849470224e+16,11,6,4989,4994,5000,5000,64.70588235294117,0.22,0.12,99.88,50.05,0.43850906916483956,50.0,41.300363485218696,82.69027960275626,0.12289154071388131,0.3935408649360061,0.055008316775915556,0.2615776292629832,49.76899886799829
